human,system
요즘 직장에서 너무 성가신 일이 많아서 스트레스를 많이 받고 있어. 새로 들어온 신입 직원이 일 처리를 제대로 못 해서 계속 내가 그 일을 다시 마무리해야 하는 게 너무 귀찮아.,직장에서의 일로 스트레스를 받고 계시는군요. 신입 직원 때문에 많이 힘드시겠어요. 이 일을 어떻게 해결할 수 있을까요?
내 업무가 아닌 일을 자꾸 사수가 시키네. 정말 성가셔.,내 업무가 아닌 일을 시키는군요.
회사 동료가 자꾸 나한테 뭔가를 물어봐.,동료분이 자꾸 물어보시는군요. 좀 더 자세히 이야기해 주세요.
일이 참 귀찮게 됐어.,무슨 일이 있으신가요?
왜 일은 나만 많을까?,일이 많아서 힘드시군요. 좀 더 자세히 이야기해주시겠어요?
우리 신입은 오늘도 그냥 넘어가는 법이 없어.,회사에서 신입에 무슨 일이 있었나 보군요.
실습생 하나 담당하게 되었는데 기간이 꽤 길어서 신경 쓰이고 성가시네.,실습생을 담당하게 되어 신경 쓰이시겠어요.
성가신 친구가 하나 있는데 너무 귀찮아.,그렇군요. 그 친구는 어떻게 성가시게 하나요?
은퇴 후 남편과 시골로 내려가서 농사를 지으려고 했는데 서류 절차가 너무 복잡해서 짜증 나!,은퇴 후 귀농에 준비할 게 많아서 화가 나셨군요.
또 은행 미납 대출금을 갚으라고 독촉 문자가 왔어. 짜증 나서 못 살겠네.,은행 대출금이 연체되어서 짜증 나셨군요.
은퇴해도 쉴 수 있는 게 아니네. 주변 이것저것 정리할 일이 참 많아서 귀찮고 짜증 나네.,은퇴 정리로 일이 많아 성가시군요.
복권에 당첨됐는데 친척들이 자꾸 연락해서 돈을 달라고 하니 짜증 나. 이십 년 넘게 남으로 살더니 왜 이제서야 연락하는 거야?,연락도 없던 친척들이 복권 당첨금을 나눠 달래서 짜증 나셨군요.
회사를 은퇴한 지가 언젠데 자꾸 도와달라는 업무 연락을 하면서 성가시게 구네.,은퇴 후에도 업무 연락이 와서 화가 나셨군요.
은행만 가면 자꾸 노후 준비 펀드를 들래서 짜증 나.,노후 준비 펀드 상품 권유에 화가 나셨군요.
남편 사업이 망해서 폐업 신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증 나 죽겠네.,남편의 폐업 신고를 떠맡아서 화가 나셨군요.
퇴직 후 지인이 보험에 가입하라고 성가시게 하네.,지인의 보험 가입 권유에 화가 나셨군요.
퇴직 후 쉴 틈도 없이 남편이 구직하라고 매일 성화니 성가셔 죽겠어.,퇴직하자마자 남편이 구직하라고 해서 화가 나셨군요.
남편과 이혼을 준비 중인데 공동명의로 해둔 재산이 많아서 번거롭네.,이혼 준비로 성가신 일이 많으시군요.
결혼한 딸이 아직 나와 남편에게 경제적으로 손을 벌려서 영 성가셔.,출가한 딸이 아직도 경제적으로 의지하고 있어서 성가시다고 생각하셨군요. 
선생님이 한 번 하면 될 걸 여러 번 숙제하게 만드네. 귀찮게.,선생님이 여러 번 숙제하게 해서 귀찮으셨군요.
숙제하느라 정신없는데 친구가 옆에서 계속 말을 걸었어. 귀찮다 정말.,숙제하는 중에 친구가 말을 걸어서 성가셨겠어요.
공부에 집중하려는데 엄마가 갑자기 청소기를 돌려서 너무 방해됐어.,청소기 소리 때문에 공부에 집중이 되지 않았군요.
조별 과제 마무리 맡은 애가 자꾸만 빨리하라고 재촉하네. 성가시게.,조원이 조별 과제를 빨리하라 재촉해서 성가셨군요.
공부해야 하는데 너무 졸려서 큰일이야.,잠이 와서 공부가 잘 안 되어 걱정이시군요.
자습실에서 누가 자꾸 부스럭거려. 매너 없는 거 같아 진짜.,자습실에서 부스럭거리는 소리 때문에 신경 쓰이셨군요.
수업 시간에도 친구가 계속 핸드폰 게임만 하는 게 너무 신경 쓰여.,친구가 수업 시간 중에 핸드폰 게임을 하는 것이 신경 쓰이시는군요.
나 시험 망쳤는데 부모님이 자꾸 시험 잘 봤냐고 물어봐. 너무 부담스러워.,시험을 망쳤는데 부모님이 성적을 물어봐서 부담스러웠겠군요.
나는 아직 시험 기간인데 동생이 자꾸 놀아 달라고 하네.,시험 기간에 동생이 놀아 달라고 해서 성가시겠어요.
중학교에 입학한 아들을 매일 학원에 데려다주는 게 너무 힘들어.,아이를 매일 학원에 데려다주는 일이 어렵게 느껴지시는군요.
엄마랑 아빠가 자꾸 나한테 동생을 돌보라고 시켜서 화가 나.,동생을 돌보라고 시키는 부모님 때문에 화가 났군요.
가족들과 싸우는 데 지쳐서 외식조차 안 하고 싶어.,가족들과 싸우셨군요. 무슨 상황인지 자세히 설명해 주시겠어요?
회사에서 나를 내보내기로 했는지 하고 있는 일을 사사건건 트집을 잡고 있어 괴롭고 화가 나.,좀 더 구체적으로 얘기해 주시겠어요? 정리해고하려고 사사건건 트집 잡는다는 말인가요?
회사에 어떤 분이 자꾸 나를 괴롭혀서 너무 성가셔.,괴롭힘당하셔서 매우 성가시겠어요. 구체적으로 어떻게 괴롭히나요?
회사를 십 년이나 다닌 만년 대리가 업무를 알려달라고 시도 때도 없이 물어보네. 성가셔 죽겠어.,십 년이나 다녔는데 업무 파악을 아직도 못하는 대리가 성가시나요?
고혈압과 고지혈증 같은 만성 질환 때문에 너무 괴로워.,고혈압과 고지혈증으로 인해 많이 힘드신가 봐요.
최근 동아리에서 친해진 사람이 연락을 너무 많이 해.,친분이 두텁지 않은데 연락을 자주 해서 성가신 기분이 드시나 봐요.
남자친구가 나한테 너무 집착해.,남자친구가 집착하시는군요. 더 자세히 말씀해 주실 수 있나요?
다른 팀 사원이 내 옷을 자꾸 따라 해.,다른 팀 사원이 자꾸 나를 따라 한다는군요.어떤 점이 그렇게 느끼게 만드나요?
내 일거수일투족에 간섭하는 친구가 있어.,친구 때문에 성가신 기분이 드시는군요.
남자친구가 뮤지컬 보러 가지 말자고 해서 짜증 나.,어떤 상황이 그렇게 생각하게 만드나요?
회사에서 나를 힘들게 하는 직원이 있는데 개선의 여지가 보이지 않아. 강제로 내보낼 수도 없고 힘드네.,회사에서 힘들게 하는 직원이 있군요. 어떠한 점에서 개선의 여지가 안 보이나요?
회사 부장이 자꾸 나를 귀찮게 해서 고민이야.,부장님 때문에 스트레스를 받으시는군요. 어떤 점이 그렇게 느끼게 하나요?
올해 결혼을 해야 할 것 같은데 집 문제가 걸림돌이야.,집 문제가 있으시군요. 더 구체적으로 말씀해 주실 수 있나요?
내 친구 남자친구랑 싸웠다고 카톡으로 툴툴대는데 대꾸해주기 싫다.,친구가 자꾸 툴툴대서 성가신 것처럼 들려요.
회사에 새로 온 부장님이 모든 심부름을 나한테 시켜서 너무 성가셔.,회사에서의 잦은 심부름 때문에 성가신가 봐요. 부장님과 다른 직원들의 사이는 어떤가요?
얼마 전부터 친구 한 명이 나에게 돈을 빌려 달라고 계속 부탁하고 있는데 너무 성가셔.,돈을 빌려달라는 친구가 있어 성가시시군요.
나는 연애는 하고 싶지만 결혼은 절대 하고 싶지 않아.,결혼은 하고 싶어 하지 않으시군요. 혹시 결혼하고 싶지 않은 이유라도 있나요?
부장님이 업무지시를 한 번에 했으면 좋겠는데 자꾸 호출하셔서 엄청 성가셔.,여러 번 왔다 갔다 하시느라 성가셨겠네요.
남자친구가 시도 때도 없이 연락해. 솔직히 성가실 지경이야.,시도 때도 없이 연락을 하시니 불편함이 있었겠네요. 왜 계속 연락하는지 생각나는 이유가 있으신가요? 
왜 사람들과 친하게 지내야 하는지 모르겠어.,사람들과 친하게 지내야하는 이유를 잘 모르겠다고 생각하시는 이유가 있나요?
코로나 때문에 직장에서 너무 신경 쓰여.,어떤 부분에서 신경이 쓰이시나요?
왜 이렇게 노후 준비는 어려워. 해야 할 게 이렇게 많은 거야?,준비가 잘 안 되나 봐요? 무슨 문제가 있나요?
여유 자금이 있는데 은퇴 후를 대비해서 어떻게 관리하면 좋을까? 이런데 신경 쓰고 싶지 않은데 성가셔 미치겠네.,은퇴 후 준비로 어떤 것을 먼저 준비하시면 좋을까요?
왜 매년 이렇게 필요 없는 건강검진을 받아야 해? 정말 쓸데없는 거 같아.,건강검진이 필요 없다고 생각하시나요?
해외 취업을 준비 중인데 부모님이 국내에서 그냥 취업하라고 잔소리가 심해.,해외 취업을 생각하시는데 부모님과 의견이 달라서 힘드시겠어요.
은퇴가 가까워지니 노후 준비를 잘해야 하는데 준비할 것이 왜 이렇게 많은지 성가신 일들뿐이야.,은퇴 이후 노후 준비가 신경이 쓰이는군요.
주위에서 자꾸 은퇴 준비 안 하냐고 계속 왜 물어보는지 모르겠어!,주변 분들의 관심이 부담이 가시나요?
무엇이든 같이 하길 원하는 친구가 성가시게 느껴져.,친구분이 뭐든 같이 하려고 하시나 봐요.
직장 내 후배가 자꾸 치근덕거려서 너무 성가셔.,후배의 행동으로 마음이 편치 않으시군요.
여자친구 행동 때문에 곤란해.,여자친구의 어떤 행동이 성가시게 느껴지시나요?
어휴. 챙겨 먹을 게 많기도 하네!,어떤 약을 챙겨 드시나요?
휴가 중인 직원의 업무까지 하려니 업무량도 많거니와 성가셔서 이번 주에 힘들었어.,휴가 간 직원 일까지 맡아 하시느라 많이 힘드셨겠어요. 어떤 점이 힘드셨나요?
취업한 지 얼마 안 되었는데 자꾸 여자친구가 결혼하자고 해서 성가셔.,얼마 전에 취업하셨는데 여자친구분이 결혼을 재촉하셔서 불편하시군요.
얼마 전에 건강검진을 받았는데 결과가 고지혈증 위험 수치로 나왔네!,건강검진 결과가 좋지 않아 기분이 좋지 않으시군요.
부모님이 계속 백수로 지낸다고 잔소리를 엄청 많이 하셔서 듣기 싫어.,부모님 잔소리가 듣기 싫으시군요.
다음 달 결혼을 앞두고 있는데 준비해야 할 것들이 너무 많아 힘이 들어.,결혼 준비로 많이 힘드시군요.
보험사에서 연금보험 가입하라는 안내 전화가 계속 와서 귀찮아.,아주 번거로우셨겠네요.
아이가 생긴 이후로 가끔 가족들이 성가시게 느껴져. 혼자만의 시간도 좀 갖고 싶은데.,혼자 있는 시간이 필요하신가 봐요.
이번에 회사에서 건강검진을 받았는데 결과가 안 좋아졌네.,결과가 어떻게 안 좋게 나오셨는데요?
외로워서 소개팅 약속을 잡았는데 날짜가 다가오니 막상 나가기가 귀찮아.,나가기 귀찮은 이유가 있을까요?
언니 친구가 보험 설계사인데 좋은 상품이 있다며 계속 전화가 와서 조금 성가셔.,계속 연락이 오니 귀찮으시군요.
만성질환에 일해야 하니 걱정이다.,몸이 안 좋은데 일해야 해서 힘드시겠어요.
나는 사회생활이 좀 힘들어. 인간관계도 너무 성가셔.,사람들 때문에 지치셨나 봐요. 많이 힘드시죠.
후배가 보고서를 미흡하게 제출하고 있어. 그래서 내가 직접 고치고 있는데 너무 귀찮네.,보고서를 다시 검수해야 하시니 고생이겠어요. 후배와 이문제에 대해 논의하고 싶으신 건가요?
내년에 직장을 그만두고 남편과 지방으로 내려가서 살려고 하는 데 아들이 걸리네.,남편과 노후를 다른 곳에서 보내시기로 하셨군요. 아드님과는 상의가 되지 않은 건가요?
쟤는 또 시작이다. 정말 결혼 얘기 지겨워. 그냥 연애만 하고 싶은데.,누가 자꾸 결혼하라고 하시나요?
며칠 전부터 별로 친하지도 않은 친척이 계속 전화를 해서는 이것저것 캐묻더라.,친척분이 무슨 용건으로 전화하셨던 건가요?
요즘 따라 아내가 이것저것 요구 사항이 많아졌어.,어떤 요구사항을 요청하시나요?
친구 때문에 너무 귀찮아.,친구분 때문에 귀찮은 일이 있으시군요. 어떤 일인지 말씀해주실 수 있을까요?
졸업반이 되니 만나는 사람마다 이제 뭐 하고 살 거냐고 주위에서 묻는데 귀찮아.,개인적인 질문을 많이 받아서 성가시군요.
직장 선배가 자꾸 데이트하자고 해서 어찌할 바를 모르겠어.,본인은 원치 않는 제안이신가요?
회사 부하직원 때문에 너무 스트레스야.,왜 그렇게 스트레스를 받으시나요?
취업 준비를 하는데 신경 쓸 것이 너무 많아!,여러 가지를 신경 써야 하다 보니 많이 번거로우신 가보네요. 할 일이 무척 많으신가 봐요.
지난달에 건강검진을 받았는데 콜레스테롤 수치가 높다고 의사가 매일 사십 분 이상 유산소 운동을 하라고 하네.,건강검진을 받으셨군요. 의사 선생님께 운동 권유를 받으셨군요.
같은 회사에 입사한 대학 동창에게 업무 시간에 계속 전화가 와. 귀찮네.,업무에 방해가 될 수도 있겠어요. 
왜 자꾸 나와 관련이 없는 일들이 생기는지 모르겠어.,업무 이외 다른 일들이 자꾸 생기나 봐요.
우리 학교는 학교폭력이랑 따돌림이 매일 일어나. 자꾸 이런 일이 일어나니까 너무 성가셔.,학교에서 자꾸 불미스러운 일들이 일어나셔서 힘드시겠어요. 교실 내 분위기를 조성할 방법이 있을까요?
요즘 사람들이 자꾸 연애하라고 자꾸 잔소리해서 괴로워.,주위에서 연애하라고 해서 짜증 나시는가 봐요. 구체적으로 무슨 일이 있었는지 설명해줄 수 있나요?
나이 드니까 병원에 자주 가야 해서 참 귀찮아.,몸에 안 좋은 데가 있으세요?
엄마가 자꾸 공부에 참견해서 미치겠어.,엄마와의 갈등이 있군요. 엄마가 어떻게 해 줬으면 좋겠어요?
결혼 준비 과정에는 불필요한 게 너무 많은 것 같아.,함께 준비하는 과정에서 의견 차이가 있나 보군요.
직장 동료 때문에 너무 귀찮아.,직장 동료가 어떤 일로 귀찮게 하나요? 
엄마가 요즘 자꾸 친구 딸이 결혼한다고 나한테 시집 언제 가냐고 하셔. 나는 비혼주의인데 말도 못 꺼내겠어.,어머님이 결혼하라고 권하시는군요. 그래서 곤란하시고요.
요즘 아내 성화에 못 이겨 함께 두 시간씩 빨리 걷기 운동하는데 너무 성가셔.,안 하다가 하려면 피곤하시겠어요.
취업 준비로 토익 공부하고 있는데 성가시다.,공부하시느라 고생하시네요. 성가신 기분이 들 때는 어떤 행동을 하세요?
취업 준비하는 거 너무 성가시다.,취업 준비가 이것저것 준비하는 것이 많죠? 성가신 기분이 들 때 기분이 나아질 방법이 있을까요?
어제 힘들게 작성한 보고서를 컴퓨터 고장 때문에 날렸어. 내일 제출인데 언제 다시 다할지 너무 걱정이야.,다시 문서를 작성하셔야 해서 성가시겠어요. 문서 복구 프로그램은 실행해 보셨어요?
오늘 정말 짜증 나는 일이 있었어.,오늘 짜증난 일이 있으셨군요. 무슨 일 있으신가요?
오늘 내 친구가 옆에서 성적을 잘 받았다고 계속 자랑해서 정말 성가셨어.,친구의 계속된 자랑으로 성가셨군요. 그래서 어떻게 대처하셨나요?
인간관계가 너무 힘들어.,어떤 부분에서 힘이 드시나요?
요즘 내 친구를 만나기가 성가셔.,친구와 무슨 일이 있으셨나요?
아는 사람한테 물건 좀 팔아달라는 부탁을 거절했는데 계속 연락하네. 모르는 사람도 아니라서 성가셔.,물건을 팔아달라는 부탁을 거절했음에도 연락을 계속해서 신경이 쓰이고 성가신 거군요?
결혼식은 너무 허례허식 같아서 정말 생략하고 싶어. 그런데 부모님이 원하시니까 해야 하는 상황이야.,결혼식은 부모님이 주변에 보여주기 위한 것이기도 하니까 그렇다고들 하더라고요.
직장 상사가 자꾸만 내 언급을 다른 사람에게 한다는 얘기가 들려서 성가셔.,많이 신경 쓰였겠어요. 언제 그런 이야기를 자주 듣는지 알 수 있을까요?
나는 친구 직장동료 다 귀찮아. 어차피 혼자 살아가는 인생 아니겠어?,주변과의 관계를 형성해가는 것이 귀찮으시군요.
요즘 아이들이 학교에 안 나가서 내가 매일 밥을 해줘야 하는데 그게 여간 성가신 게 아니야.,매일 밥을 해줘야 해서 성가신가 보군요.
엄마가 자꾸 결혼하라고 닦달이야.,엄마가 자꾸 결혼하라고 하셔서 힘드시군요.
양치질할 때마다 따끔거려 짜증 나고 성가셔.,양치할 때마다 통증이 있어 짜증이 나시는군요.
와이프가 심부름시키는 게 귀찮아. 그만 시켰으면 좋겠어.,아내의 심부름 부탁이 많이 성가신가 보군요.
