human,system
여자친구가 다른 남자와 키스하는 장면을 목격했어. 배신감 느껴.,여자친구의 바람을 목격하고 분노하셨군요.
잘나가는 애들이 자기 숙제를 딴 애한테 시키는 걸 보면 화가 나서 참을 수가 없어.,자기 숙제를 다른 친구에게 떠넘기는 걸 보고 화가 나셨군요.
친구가 숙제를 안 해 놓고 친한 척 보여 달라고 하는데 짜증이 난다. ,친구가 숙제를 안 하고 보여 달래서 화가 나셨군요.
엄마는 틀에 박힌 사람이라 내가 하고 싶은 일은 게이머인데 듣지도 않고 안 된다고만 하니 짜증 나.,어머니가 이야기를 듣지 않아 화가 나셨군요.
알파벳도 모르는 친구가 내 영어 시험 사십 점 받은 거 보고 비웃는 것을 보고 화가 났어.,친구가 영어 시험 성적을 놀려서 화가 나셨군요.
선생님이 자율 학습 때 뺏었던 휴대폰을 반장만 줘서 짜증 나.,뺏은 휴대폰을 반장한테만 주어서 화가 나셨군요.
아빠는 왜 내가 뭘 하고 싶은지 관심조차 없는 건지 화가 나.,아빠가 진로에 관심을 기울여 주지 않아 화가 나셨군요.
친구가 수학여행 버스에서 토하는데도 선생님은 무시하는 게 화가 나.,선생님이 친구를 도와주지 않아 화가 났군요.
나보다 낮은 성적을 받은 애들이 핑곗거리는 제일 많은 게 정말 화가 나. ,성적도 낮은데 핑계가 많은 친구들에게 화가 나셨군요.
연기는 못하는데 잘생긴 친구가 나를 제치고 주연이 되었다니 속에서 천불이 나.,연기 못하는 친구가 주연을 하게 되어서 화가 나시는군요.
조별 과제 때는 아무것도 안 한 친구가 다른 애들이랑 선생님들 앞에서 유세를 떠는 꼴이 아주 구역질 난다.,조별 과제에서 아무것도 안 한 친구가 유세를 부려서 기분이 나쁘시군요.
상사가 회식 때마다 술에 취해서 추태를 부리는데 정말 보기가 힘들어. ,상사의 주사 때문에 화가 나시는군요. 더 자세히 말씀해 주실 수 있나요?
동료가 뒤에서 내 욕을 하고 다녔대. 늘 웃으면서 예의 있게 나를 대하던 친구라 믿어지지 않아.,그런 일이 있으셨군요. 더 자세한 상황을 이야기해 주실래요?
선배가 내 아이디어를 자기 아이디어인 것처럼 회의에서 얘기해서 화가 나.,선배의 행동에 화가 많이 나셨군요.
친구가 내 자취방 비밀번호를 알고 나서부터 아무 때나 들락날락하는데 기분이 너무 나빠.,자취방에 마음대로 들어오다니 불쾌하시겠어요.
여성 편력을 아무렇지 않게 말하고 다니는 지인이 있는데 들을수록 정말 어이가 없어.,지인의 행동이 황당하게 느껴지시나 봐요. 더 자세히 말씀해 주시겠어요?
군대에서 선임이 내 몸을 만지던 게 가끔 떠올라. 그 더러웠던 기분이 아직도 생생해.,문득 떠오르는 기억 때문에 불쾌하시군요.
누나의 위선적인 모습에 화가 나고 역겨워.,누나의 행동이 가식적이라고 생각해 화가 나셨군요. 어떤 일인지 알려주실 수 있나요?
삼촌이 할아버지의 재산을 물려받으려고 우리 아빠를 모욕했어.,그런 일이 있었군요. 이 일에 대한 사용자님의 감정은 어떠한가요?
돈도 못 벌어 오면서 가장이라고 군림하는 아빠가 너무 싫어.,아빠의 무능력과 가부장적인 모습에 화가 나셨군요.
엄마가 워낙 시집살이를 심하게 하셔서 지금도 할머니를 보면 내가 다 화가 나.,할머니로 인해 힘드셨던 엄마를 생각하니 화가 나나 봐요.
엄마는 밖에서는 천사처럼 행동하면서 집에만 오면 누나와 나에게 함부로 대해.,어머니의 그런 모습은 어떤 감정을 불러일으키나요?
아빠가 술에 취해서 화장실에 또 토를 해놔서 못 들어가겠어.,화장실에 들어갔을 때 당황하셨겠어요.
바람피운 엄마의 얼굴은 이제 보고 싶지 않아.,엄마가 바람을 피셨군요. 조금 더 자세히 말씀해 주시겠어요?
아무렇게나 입은 옷을 던져 버리는 오빠 때문에 짜증나. ,입은 옷을 아무렇게나 던져버리는 오빠 때문에 많이 짜증 나셨겠어요.
회사 상사가 정말 보고 싶지 않을 정도로 싫어. ,상사로부터 스트레스를 많이 받으시나 봐요. 상사가 평소에 어떠세요?
면접을 보러 갔는데 직무와 상관없는 질문에 역겨웠어.,관련 없는 질문에 기분이 매우 나쁘셨군요. 면접관이 어떤 질문을 했나요?
결혼 준비 업체의 상술에 토가 나올 것 같아.,준비 과정에 기분이 많이 상하셨군요. 어떤 일이 있으셨나요?
끝장 드라마 같은 상황이 내게도 생겨서 너무 황당하다는 생각이 드네.,어떤 일인지 자세히 이야기해 주실 수 있나요?
난 결혼 안 할 거야. 요즘 부동산 가격도 다 올라서 집 사야 할 돈도 없어.,집을 살 돈이 없는 것과 결혼을 안 하려 하는 것이 어떤 관계가 있나요?
건강해도 노인이라고 무시하는 사람들을 보았어.,무시하는 사람들 때문에 기분이 안 좋으셨겠어요.
이번에 면접을 봤는데 아무래도 부정이 의심돼서 신고하고 싶어.,어떤 점이 그렇게 느끼게 했나요?
자기 이익만 생각하는 사람 때문에 정말 짜증 나.,자기 이득만 취하는 사람 때문에 화가 나신 것 같아요.
내 재정 상태만 생각하면 정말이지 헛구역질이 날 정도야.,재정 상태 때문에 머리가 많이 복잡하신가 봐요. 혹시 주위에 마음 놓고 편하게 얘기 나누어 보실 분이 계신가요?
은퇴 후의 노후를 생각하면 막막해.,노후 걱정이 되는군요.
아 짜증 나! 요즘 남자들은 도대체 왜 그러는지 모르겠어!,무슨 안 좋은 일이 있어서 짜증이 나시나요?
회사 상사들은 가끔 부당한 일을 시킬 때가 많은 것 같아. 상사가 되면 다들 그렇게 변하는 거야?,상사가 부당한 일을 시켜서 많이 불편하시겠어요.
우리 직장 상사가 자꾸 나랑 친한 여자 동기한테 성희롱해. 정말 참을 수가 없어. ,직장에서 불미스러운 일이 있으셔서 기분이 안 좋으시군요.
우리 회사 이사님 때문에 스트레스가 심해. 오늘도 탕비실에서 자꾸 쳐다보는 거야.,회사 업무가 아니라 이사님으로 인해 스트레스가 많으시군요.
결혼 생활 내내 계속되는 남편의 상습적인 거짓말을 견딜 수가 없어.,남편분께서 거짓말을 자주 하시나보네요. 이 문제에 대해 대화는 해보셨나요?
여름에는 땀을 많이 흘려서 아침에 샤워하지 않나? 어떤 직원은 아침부터 땀 냄새가 구역질 날 정도로 진동을 해.,땀냄새 많이 나는 직원 때문에 많이 괴로우시겠어요.
요즘 시어머니 문제로 걱정이 많아. 상황은 이해가 되지만 순간적으로 구역질 나는 감정은 숨길 수가 없어.,시어머니 건강 때문에 걱정되시군요. 어떻게 된 일인지 자세하게 이야기해주실 수 있을까요?
정말 우리 아내는 지긋지긋해. 다시는 꼴도 보기 싫어.,어떤 일 때문에 그런 마음이 드셨을까요?
알고 보니 우리 과 선배 하나가 음란물 사이트 운영자였던 거 있지. 정말 구역질 나!,아는 사람이 음란물 사이트를 운영하는 걸 알게 돼서 기분이 언짢으셨겠네요. 어떻게 하면 기분이 나아질까요?
결혼한 지 얼마나 됐다고 다른 남자를 만날 수 있어. 정말 구역질 난다.,부인께서 다른 남자랑 만나신 걸 보신 건가요?
나와 친했던 사람인데 내 주변 사람들과 나를 이간질하고 험담을 하고 다녔다는 거야.,정말 속상하셨겠어요. 그 사실을 어떻게 알게 되셨나요?
남자친구가 바람을 피워서 진짜 보기 싫은데 헤어질 수가 없어.,남자친구분을 아직 많이 좋아하시나 봐요.
맨날 똑같은 생활이 지겹고 구역질이 나.,생활이 지루하다고 느끼시는군요. 어떤 일이 있으신 건지 말씀해주시겠어요?
동기가 상사에게 내 험담을 한대.,동기가 상사에게 내 욕을 하고 다닌다는 사실을 알게 되면 정말 화가 날 것 같아요.
남자친구와의 사이에 갑자기 아이가 생겼는데 나는 낳고 싶지 않아.,갑작스러운 임신에 많이 놀라시고 거부감도 심하시네요. 어떻게 하고 싶으세요?
잘난 척이 심한 친구가 있는데 걔가 우쭐대면서 자기 자랑하는 걸 듣고 있으면 구역질이 나.,저런 친구분 때문에 마음이 안 좋으시군요. 친구분이 그런 언행을 할 때 마음이 어떤지 여쭤봐도 될까요?
직속 상사 때문에 정말 화나.,무슨 일인데 그러세요? 회사에서 무슨 일이 있으셨어요?
나랑 맞지 않는 사람을 만나는 것은 정말 힘든 일이야.,사람을 만나니가 어려우시군요. 무슨 일 있으셨나요?
취업에 자꾸 실패해서 슬퍼.,취업이 어려우신가 봐요. 힘내세요. 어떤 점이 어려우세요?
결혼하지 않는 게 죄일까? 결혼하지 않겠다고 말했더니 주변에서 나를 이상한 사람처럼 봐. 이 상황이 너무 기분이 나빠.,다른 생각을 가졌다고 주변에서 눈초리를 받고 계시는군요. 기분이 많이 안 좋으시겠어요. 어떻게 하면 기분이 나아질 수 있을까요?
아내가 바람을 피우고 있는 거 같아서 몰래 뒤를 쫓아가 봤어.,그러셨군요. 좀 더 말씀해 보시겠어요?
남편은 퇴근해서 집에 오면 밥 먹고 씻고 부부관계밖에 안 해. 나한테 스트레스 해소하는지 모르겠어.,결혼생활이 원하는 것처럼 잘 흘러가지 않아 힘드신가 봐요.
어제부터 먹은 음식이 소화가 안 되는 느낌이야.,소화가 안 되는 느낌이군요. 증상은 어떤가요?
나 오늘 너무 구역질 나는 일이 있었어.,좀 더 말씀해 보시겠어요?
김 과장은 늘 심 부장에게 잘 보이려고 아첨을 잘하는 것 같아.,김 과장님 때문에 심경이 복잡하시군요.
인간관계에 너무 지쳤어. 아무도 만나기 싫고 필요도 없어.,인간관계에 있어 회의를 느끼시는 것 같군요. 혹시 이런 감정을 가지게 된 계기가 있을까요?
면접을 볼 때마다 면접관들이 나를 너무 무시하는 느낌이 드니까 면접 생각만 해도 너무 긴장해서 토할 것 같아.,면접할 때마다 긴장을 많이 하시나 봐요. 그런 기분이 들 때 주위에 믿을 수 있는 친구나 가족에게 이야기해보면 어떨까요?
오늘은 회사에서 회식했는데 상사가 잘 못 마시는 술을 자꾸 마시라 해서 힘들었어.,회식에서 잘 마시지 못하는 술을 마셔야 해서 괴로웠겠어요.
요즘 회사 일로 스트레스를 많이 받아서 소화도 안 되고 잠도 못 자서 신체에 이상이 생긴 것 같아.,얼마나 힘드셨으면 몸이 그렇게 많이 아플까요.
남편 얼굴을 볼 때마다 이제는 구역질이 날 정도야.,혹시 남편이랑 어떤 일이 있었는지 말씀해 주실 수 있나요?
업무량이 점점 많아져서 토할 것 같아.,업무 부담이 무척 큰가 봅니다.
코로나바이러스 때문에 취업 시장이 너무 어려워. 불합격 통보를 받을 때마다 정말 구역질 나!,코로나바이러스 때문에 취업 준비하기 많이 힘드시겠어요. 이러한 고민을 나눌 수 있는 친구가 있나요?
내가 아는 남자가 팔자 펴보겠다고 부잣집에 장가갔어. 어떻게 그럴 수가 있지?,결혼의 조건으로 재산만 따지는 지인 때문에 많이 당황스러우신 것 같아요.
정말 이 회사 때려치울 때가 된 것 같아.,회사를 그만두시려고 하시네요. 무슨 일이 있었나 보군요.
요즈음 코로나 때문에 걱정이 많잖아. 그래서 되도록 필요 없는 외출은 하지 않고 직장과 집만 왔다 갔다 하거든.,요즈음 많은 사람들이 코로나로 인해서 많은 자제를 하고 있다고 생각하시는군요.
전 남자친구에게 당했던 일을 생각하면 아직도 자다가도 벌떡 일어나.,남자친구와 안 좋은 이유로 헤어지셨나 보네요. 어떤 이유가 있으셨을까요?
남자친구가 안 씻는지 몸이랑 머리에서 고약한 냄새가 나.,남자친구에게서 나는 냄새 때문에 스트레스를 받으시나 봐요.
결혼하고 나서 남편의 태도 변화에 구역질이 나.,변한 남편의 태도에 다소간 불편함이 있으시군요.
남자친구가 트림을 너무 심하게 해.,트림을 너무 심하게 하셔서 불편하신 건가요?
나는 결혼하기 싫은데 부모님이 자꾸 난리야.,부모님께서 결혼하라고 재촉하시나 보군요. 결혼에 대해 부정적인 생각을 하는 이유가 있나요?
신랑이 어떻게 그럴 수 있지? 젊은 여비서랑 같이 여행 간다며 종일 싱글벙글하네. 더럽고 추잡스러운 인간.,남편분의 행동으로 인해 화가 많이 나신 것 같네요.
