human,system,
계속해서 이 직장에 다니는 게 맞는지 잘 모르겠어.,현재 직장이 만족스럽지 못하군요. 어떤 이유로 그렇게 느끼시나요?,
나는 아무리 노력해도 안 되나 봐. 너무 힘들어.,무슨 일 때문에 힘드신지 말해 주실 수 있나요?,
내가 결혼을 할 수 있을지 없을지 의문이야.,결혼 문제에 대해 고민하시는 것 같네요.,
난 요즘 대인관계에 회의적이야.,요즘 대인관계에 회의적이시군요. 조금 더 상세히 말씀해 주시겠어요?,
내가 결혼을 할 수 있을지 의문이야.,결혼 문제로 고민하시는 것 같네요.,
내가 다른 사람에게 잘 대해줘 봐야 다른 사람들은 그걸 고마워하지 않는 것 같아.,나의 선행을 다른 사람이 알아차리지 못하는 것 같아 속상하시군요. 타인을 돕는 과정에서 다른 감정은 느껴지지 않으신가요?,
계속되는 회의에 직원들이 적극적으로 참여하지 않아.,직원들이 회의에 적극적으로 참여하지 않아 고민이시군요.,
업무를 진행하는 데 있어 내 의견이 전혀 반영되지 않고 있어.,업무에 의견이 반영되지 않는다고 생각하시는군요.,
난 사내 정치에 휘말려서 갈등을 겪고 싶지 않아.,사내 정치에 휘말리고 싶지 않으시군요.,
체력이 예전 같지 않아서 일하는 데 힘에 부쳐.,체력이 약해져서 고민이겠어요.,
실적을 채우기 위해 업무 외에 개인적인 영업을 하고 싶지 않아.,하기 싫은 일을 해야 해서 고민이겠어요.,
회사에서 내게 직급 이상의 일을 요구해.,직급 이상의 일을 요구해서 스트레스받으시겠어요.,
열심히 준비해도 상사의 마지막 말 한마디에 일이 뒤바뀌니 기운이 빠져.,열심히 준비했는데 상심이 크겠어요.,
계속되는 월급 동결에 일할 맛이 나지 않아.,월급이 동결되어 힘들겠어요.,
회사 일을 열심히 해도 내게 큰 보상이 주어지지 않는 것 같아.,큰 보상이 주어지지 않아 속상하겠어요.,
아무리 열심히 해도 나보다 업무 시간을 적게 투자했지만 결과가 더 좋은 동기를 따라잡을 수 없어.,결과가 좋은 동기를 열심히 해도 따라잡을 수 없다고 생각하시는군요.,
팀원을 다른 부서로 뺏기게 된 것을 회사로부터 나중에 통보받았어.,회사에서 스트레스받으셨겠어요.,
다른 동기들보다 내가 스펙이 좀 모자라서 항상 불안해.,스펙이 부족해서 불안감을 느끼시는군요.,
난 왠지 면접에도 못 갈 것 같아서 불안해.,면접까지 가지 못할 것 같아 불안하시군요.,
취업을 한다 해도 과연 안정적으로 돈을 벌 수 있을지 회의감이 들어.,안정적으로 돈을 벌 수 있을지 회의감이 드는군요. 어떤 점에서 회의감이 드셨나요?,
월급만으로는 내가 결코 행복해지지는 못할 것 같아.,하고 싶은 것이 많아 현재의 월급으로는 회의감이 드나요?,
아무리 이번 프로젝트가 중요하다 해도 중간에 무산될 것 같아 회의감이 들어.,이번 프로젝트에 회의감을 느끼시는군요. 어떤 이유에서 그렇게 생각하시나요?,
우리 팀에서 나는 아무리 노력해도 인정받기 힘든 것 같아 회의감 들어.,팀에서 능력을 인정받는 것에 회의적이군요. 어떤 이유로 그렇게 느끼시는지 더 듣고 싶어요.,
열심히 일해도 월급이 오르지 않을 것 같아 불안해.,열심히 일해도 급여가 오르지 않을 것 같아 불안감이 드는군요.,
지금 하는 일에 의욕이 떨어지고 회의감이 들어.,일에 의욕이 떨어지고 회의감이 드시는군요. 어떤 이유에서인지 알 수 있을까요?,
독서실에서 공부를 오랜 시간 하는데도 점수가 오르지 않아 속상해.,독서실에 가는 것에 대해 회의적인 것처럼 들려요.,
내가 이 길을 고집하면서 가는 게 맞는 건지 모르겠다. 불안해.,그런 감정을 느껴서 속상하시겠어요.,
오늘 학교에서 반 친구들이랑 얘기를 하다가 괴롭힘당하는 아이를 도와주자는 이야기가 나왔어.,괴롭힘당하는 아이를 도와주자는 말을 들었을 때 어떤 기분이셨나요?,
오늘 학교에서 날 괴롭히던 애들이 갑자기 앞으로 친하게 지내자고 했어. 무슨 생각일까?,앞으로 친하게 지내자는 가해자들의 말을 듣고 어떤 생각이 드셨나요?,
내 친구를 따돌린 애들이 말할 때마다 그 말들이 다 거짓말처럼 느껴져.,친구를 따돌린 학생들의 말이 모두 의심스럽군요.,
우리가 피해자를 도와 가해자들을 이길 수 있을지 잘 모르겠어. 회의적이야.,피해자를 도와주어도 이길 수 있을지에 대해 회의적이시군요.,
주변에서 따돌림당하는 나를 도와준다고 다들 말하지만 그 사람들이 뭘 어떻게 도와준다는 거지?,주변에서 따돌림당하는 사용자님을 도와준다고 다들 말하지만 뭘 도와줄 수 있는 건지 의문이 드시는군요.,
학폭위가 과연 제대로 된 징계를 내려줄까? 잘 모르겠어.,제대로 된 징계를 가해자에게 내릴 수 있을지 걱정되시는 것 같아요.,
선생님은 가해자들에게 반성문을 써오라고 벌을 주셨지만 걔들이 과연 자기의 잘못을 뉘우칠까?,그 아이들이 반성문을 쓰더라도 자기 잘못을 뉘우칠지에 대해 회의적이군요.,
나를 따돌리던 애들이 있는데 선생님께서 중재해서 나를 더 이상 따돌리지 않겠다고 약속했어.,따돌리던 친구들이 선생님의 중재로 이제 안 그러기로 약속했군요. ,
이번에도 승진이 안 되었어. 아마 선배들이 나를 싫어해서 그런 것 같아.,승진이 안 되었다니 많이 속상하셨겠어요. 선배들이 당신의 어떤 것을 싫어한다고 생각하나요?,
내 주변에 있는 사람들 중에는 제대로 된 사람이 없는 것 같아.,어떤 점에서 제대로 된 사람이 없다는 생각이 드셨나요?,
내가 제대로 살아온 게 맞을까? 확신이 안 서서 너무 힘들다.,어떤 부분에서 가장 확신이 안 서고 힘드신가요?,
사람들이 내가 잘한 것에 대해서는 무심하고 실수한 것에 대해서는 냉혹해. 너무 속상해.,사람들의 상반된 반응에 속상하셨겠네요.,
회사 상사가 나한테 어떤 일을 시켰는지는 기억하면서 내 이름은 헷갈려 해.,상사가 사용자님의 사용자님 이름을 헷갈려 할 때 어떤 기분이셨나요?,
난 왜 이렇게 사람들하고 잘 어울리지 못하는 것일까? 내가 인간관계에서 문제가 있는 걸까?,사람들하고 잘 어울리지 못해 걱정하시는 것 같이 들려요.,
이번에 공무원 시험에 또 떨어졌어. 언제까지 도전해야 할지 모르겠네.,시험에 불합격하셔서 매우 속상하시군요.,
세상에 믿을 사람 없다고 하더니 상황이 어려워지니까 주변에 아무도 안 남아있네.,사람들이 점점 떠나가서 허탈함을 느끼시는군요.,
친구들과 더는 가깝게 지내고 싶지 않아.,왜 그렇게 생각하시는지 더 자세히 말씀해주시겠어요?,
결혼은 굳이 안 해도 되는 구시대의 산물 같아.,어떤 계기로 이런 생각을 하게 되셨나요?,
가족들과 친구들이 결혼은 언제 하냐고 자꾸 물어봐서 신경 쓰여.,주변인들이 결혼에 관해 물어 신경이 쓰이시는군요. 본인은 그 문제에 대해 어떻게 생각하시나요?,
인간관계가 다 부질없다는 생각이 들어.,그러한 생각을 하게 된 특별한 계기가 있나요?,
새로운 직종에 도전하고 싶은데 쉽지 않을 것 같아서 걱정이야.,새로운 것에 대한 도전에 걱정이 되시는군요.,
이력서를 쓰고 있는데 어차피 떨어질 거 무슨 소용인가 싶어.,희망이 없으시군요. 어떤 점이 그렇게 느끼게 만드나요?,
이게 또 뭐라고 내가 구구절절 해명해야 하나 싶다.,해명하는 일에 큰 스트레스를 느끼시나 봐요.,
건강하게 나이 드는 게 생각보다 쉬운 일이 아니네.,건강하게 나이 드는 게 쉽지 않다고 생각하시는군요.,
나이가 들어서 그런지 만사가 귀찮고 기력이 없어.,나이가 들어서 기력이 없는 기분이 드시는군요.,
가끔 가족이란 게 쓸쓸하고 허무해.,쓸쓸하고 허무하시다니 어떤 점이 그렇게 느끼게 하나요?,
결혼적령기가 지나버렸어. 이대로 결혼을 못 하고 평생 혼자 지내면 어쩌나 회의가 들어.,결혼을 아직 못해서 걱정스러운 마음이군요.,
요즘 젊은 후배직원들이 너무 치고 올라오니까 나 같은 늙은이들은 직장을 관둬야 하는 건지 회의감이 들어.,후배들이 많이 치고 올라와서 심적으로 많이 힘드시군요.,
요즘 회의감이 들어서 회사를 관둬야 하나 싶어,마음이 힘드시군요. 무슨 일 때문에 그러세요?,
요즘 우리나라는 취업기반이 취약한 것 같아. 취업하고 싶다.,취업에 어려움이 있으시군요.,
나 결혼은 올해 연애는 할 수 있을까 회의적인 마음이 들어.,결혼과 연애에 대한 걱정이 있으시군요.,
이 회사에 너무 오랫동안 근무한 것 같아.,회사에서 무슨 일이 있으신가요? 어떤 이유로 이 회사에서 오래 근무한 것 같으신가요?,
요새 사는 게 너무 허무하고 무의미해.,사는게 허무하고 무의미 하시다니 왜 그런 생각이 드셨나요?,
친구를 사귀는 것도 참 피곤하네.,친구 사귀는게 피곤하다고 생각하시는군요. 무슨 안 좋은 일이 있었나요?,
취업하고 싶은데 서류전형에서 자꾸 떨어져서 포기하고 싶어.,서류전형에 떨어져서 많이 속상하시겠어요. ,
직장생활 십오 년 차에 이 길이 맞는 건지 많은 생각을 하게 돼. 내가 하고 싶었던 일인지 모르겠어.,지금 하는 일에 대해 회의를 느끼고 계시는군요? 하고 싶었던 일이 무엇인지 여쭤봐도 될까요?,
세월이 지나도 변치 않는 나와 그녀. 결혼을 꼭 해야 할까?,결혼을 해야 하는지에 대한 고민이 있으시군요?,
이번에 직무 관련으로 보직이 다른 곳으로 발령이 났는데 마음에 들지가 않아 그만둘까 해.,보직 변경 때문에 회사를 그만둘지 고민이시군요.,
나는 결혼하면 아이를 낳고 싶지 않아. 아이를 꼭 낳아야 하는 걸까?,아이를 낳고 싶지 않으시군요. 그렇게 생각하신 이유는 무엇인가요?,
요즘은 일에 대해 회의감이 들어. 열심히 했는데 성과가 나지 않아. 나랑 적성에 맞지 않는 것 같아.,회의감이 드시는군요. 요즘 회사에서 힘든 일이 있었나요?,
지금 하는 일을 언제까지 할 수 있을지 회의감이 들어.,지금 하시는 일을 오래 하지 못할 거로 생각하시는군요. 그렇게 생각하는 이유가 있을까요?,
갑자기 살이 찌고 예민해지는 게 요즘 컨디션이 말이 아니야.,요즘 컨디션이 많이 안 좋으신 건가요?,
어제 집사람과 언쟁이 좀 있어서 기분이 좋지 않네.,무슨 일로 언쟁을 하셨나요?,
앞날이 캄캄해진 기분이 들어.,앞 날이 캄캄해진 기분이 드는군요. 무슨 일이세요?,
대인관계에 회의적인 사람들이 처음부터 그렇진 않았을 거야.,무슨 일이 있었나요? 설명해 줄 수 있나요?,
나이 들어 집에서 그냥 있는 것도 심심하고 반찬값이라도 벌어 보려고 일을 좀 하고 싶은데 마땅하질 않네.,일하시기를 원하시는 건가요?,
요즘 부쩍 출근이 힘드네. 아침에 일어나는 것도 힘들고 만원 버스에 시달리는 것도 힘들고.,요즘 출근하는 것이 힘드시다고 느껴지시는군요.,
오늘 이직 면접을 보고 왔는데 괜히 보고 왔나 봐. 면접 간 게 후회돼.,이직 면접에서 후회되는 일이 있으셨어요?,
난 어른들이 왜 이렇게 어려울까. 내가 어른을 살갑게 대하는 일은 있을 수 없는 일인가 봐.,어떤 고민인지 자세히 말씀해주시겠어요?,
친했던 친구들이랑 만나도 이제는 예전처럼 즐겁지가 않아.,예전과 달리 만나도 즐겁지 않으시군요. 친구들이랑 무슨 이야기를 하세요?,
정년퇴직해서 돈을 못 버는데 쓸 데는 많아. 걱정이야.,돈이 없는데 쓸 곳이 많아 걱정이군요.,
친구가 우리 서로 안 맞는 것 같다네. 오랜 세월을 알고 지내왔는데 너무 허무해.,친구가 그렇게 말씀하셔서 너무 속상하셨겠어요.,
