human,system,
군대를 다녀오고 복학하니 대학교에 아는 사람이 없어. 나도 친구를 만들고 싶어.,복학으로 인해 다닐 친구가 없으시군요. 친구를 만들기 위해 어떤 방법이 좋을까요?,
군대를 다녀오고 복학하니 대학교에 아는 사람이 없어. 항상 혼자 다니고 있는데 졸업할 때까지 이러면 어떡하지? 나도 친구를 만들고 싶어.,복학으로 인해 다닐 친구가 없으시군요. 친구를 만들기 위해 어떤 노력을 하면 좋을까요?,
아내의 출산일이 다가와서 걱정되고 초조해.,아내의 출산으로 걱정하고 계시는군요.,
자격증 실기 시험공부를 하는데 시간은 부족하고 중요한 부분만 남아서 불안해.,중요한 부분이 남았는데 시간이 없어서 초조하신 것 같아요.,
내가 잠시 정신이 나가서 그만 아내를 때렸지뭐야.,나도 모르게 아내분을 때리셨군요. 어떻게 하셨나요?,
부모님께 연예인이 꿈이라고 말씀드리면 안 된다고 하실까 봐 걱정이야.,부모님께서 연예인의 꿈을 반대하실까 봐 걱정이시군요.,
내가 원하는 학과가 있는 학교만 원서를 넣었는데 안정권으로 다른 곳도 넣을 걸 그랬어.,원하는 학과가 있는 학교에만 원서를 넣으셨군요.,
이젠 나이도 들었는데 소개팅에서도 계속 실패하고 힘드네. 이젠 결혼 못 하는 거 아니야?,나이도 들고 계속되는 소개팅 실패에 결혼에 대한 초조함이 생기셨다는 거로 들려요.,
요즘 옛날처럼 부인이 날 사랑하지 않는 것 같아. 초조하네.,왜 그런 생각을 하시게 된 걸까요? 말씀해 주실 수 있나요?,
건강과 돈 문제 때문에 정말 불안하다.,건강과 돈 문제가 많이 불안하시군요.,
이번 소개팅도 잘 안 되었어.,소개팅이 잘 안 돼서 속상하시군요.,
전화번호 바꾸고 연락 안 되는 친구 때문에 미치겠어.,마음이 불안하실 것 같아요. 이 상황을 해결할 방법이 무엇일까요?,
이번 달에도 수입이 너무 적어. 어떡하지?,수입이 적어서 걱정이시군요.,
요즘 잠도 안 오고 가슴이 두근거려. 갱년기가 와서 그런가 봐.,갱년기 증상을 겪고 계시는군요.,
나만 빼고 주변에 모든 친구가 결혼했어. 나 혼자만 평생 미혼일까 봐 초조해.,주변 사람들이 모두 결혼을 했는데 혼자만 미혼이어서 초조하시군요.,
지난주에 회사 면접을 보고 왔는데 꼭 가고 싶은 곳이라 초조해.,합격자 발표를 기다리고 있군요. 발표가 언제인가요?,
