human,system,
나는 너무 긴장을 잘하는 것 같아. 이번 면접에서도 떨었어.,긴장을 많이 하시는 편이군요. 면접에 어려움이 있었나요?,
내가 무엇을 잘하는지 몰라서 진로 결정이 어렵고 취약해.,그러시군요. 진로 결정에 고민이 있으시군요.,
면접에 또 떨어져 버렸어. 난 왜 이렇게 한심한 걸까?,면접에 떨어지셔서 실망이 크시겠어요.,
연애와 일은 양립할 수 없는 것 같아.,무엇 때문에 연애와 일이 양립할 수 없다고 생각하시나요?,
오늘 아내가 식당에서 외국인이라 차별을 당했대.,아내분이 외국인 차별을 당하셨군요. 지금 기분이 괜찮으신가요?,
아내가 모유 수유를 하고 싶어 하는데 몸이 약해 모유가 많이 나오지 않아.,아내분이 몸이 약해 모유가 잘 나오지 않으시는군요. 기분은 좀 어떠신가요?,
아내와 나는 둘 다 형편이 넉넉하지 않아 반지하에 작은 원룸에 신혼집을 꾸렸는데 어디서 말하기가 창피하네.,그래도 신혼은 좋은 거 아닌가요?,
여자친구가 더 이상 구질구질하게 사귀기 싫다며 헤어지자네.,여자친구가 이별을 요구했군요. 마음은 좀 괜찮으세요?,
나이가 들어서인지 조금이라도 찬 것을 먹으면 잇몸이 시려서 불안해.,나이 때문에 잇몸이 시리면 아무래도 불안한가 보군요.,
기름지고 짠 음식만 많이 먹어 왔는데 이런 식습관이 암에 취약하대.,과거의 식습관 때문에 몸이 아플까 봐 불안하군요.,
가족들에게 버림받을까 봐 불안해.,가족들에게 버림받을까 봐 불안하시군요. 어째서 그렇게 생각하게 되셨는지 좀 더 듣고 싶어요.,
아플 때 누군가 곁에 있었으면 하는데 자식들은 직장 생활하느라 바빠서 불안해.,아플 때 곁에 누군가 없을 수도 있는 것이 불안하군요.,
갱년기가 오면서 주변에서 건강을 챙기라고 하지만 건강에 대해서 아는 게 없어서 불안해.,불안하시겠군요. 이 불안함을 해소하기 위해 지금 무엇을 할 수 있을까요? ,
귀에서 시끄러운 소리가 들려서 항상 불안해.,계속 시끄러운 소리가 귀에서 울린다니 불안하시겠어요.,
요즘은 매일 잠이 잘 안 오고 새벽까지 깨어 있어서 괴로워.,잠들지 못하고 새벽까지 깨어 있어 괴로우시겠군요.,
의사가 나한테 항암 치료가 효과가 있을지 모르겠다고 해서 너무 불안해.,많이 불안하고 막막한 심정이겠네요.,
겉으로는 건강해 보이지만 사실 온갖 질병을 갖고 있는 종합병원이라 항상 불안해.,겉보기와 다르게 아픈 곳이 많아서 항상 불안한가 보군요.,
사실 나는 많이 아픈데 이 사실을 남한테 들킬까 봐 불안해.,내가 아프다는 것을 남들이 알까 봐 불안해하고 있군요.,
참 취업하기가 너무 힘들어서 불안해.,취업하기 힘드셔서 불안하셨군요. 특히 어떤 점이 불안하신가요?,
사회생활이라는 게 뭔지 잘 모르겠어서 불안해.,사회생활을 아직 잘 모르셔서 불안하시군요.,
항상 발표 때문에 불안하고 걱정이야.,발표 때문에 불안하시군요.,
항상 싫은 소리를 못 해서 많은 일을 떠맡게 돼서 너무 힘들어.,성격 때문에 많은 일을 맡게 되셔서 힘드셨군요.,
새 직장에 취직했는데 내 성격이 너무 소심해서 사람들과 친해지기가 힘들어.,성격 때문에 동료들과 친해지지 못해서 힘드셨군요.,
내가 융통성이 없어서 상사의 말을 잘 넘어가질 못해 힘들어.,상사의 말을 쉽게 넘기지 못해 힘드셨군요.,
이과계열이 취약해서 전문직에 지원조차 못 한다는 게 너무 힘들어.,회사에 지원조차 못 하셔서 많이 힘드셨군요.,
나 같은 문과생은 이과생보다 취직이 힘든 것 같아 불안하고 힘들어.,취직 문제로 고민이 많으시군요.,
나에게 대학을 나오지 않았다는 게 큰 약점인 것 같아 불안해.,대학을 진학하지 않았다는 약점때문에 불안하셨군요.,
면접에서 취직만 시켜준다면 내 단점을 다 고치겠다고 말했어.,면접을 보셨군요. 그래서 지금 기분은 어떠신가요?,
건강하지 않으면 불행할 것 같아.,건강이 안 좋으면 불행하다고 생각하시는군요.,
