human,system
요새 회사 끝나고 오면 피곤해서 친구도 보기 귀찮고 휴대전화만 하게 되는 거 같아.,회사 일이 무척 피곤한가 봅니다.
나도 이제 외로워서 연애도 하고 결혼도 해야 하겠어.,많이 외로우신가 보군요.
삼 년 동안 기러기 아빠로 지내다 보니 외롭고 지쳐. 아내와 아들이 너무 보고 싶어.,오랜 기간 가족과 떨어져서 외로움을 느끼시는군요.
아내가 친구들이랑 해외여행을 갔어. 벌써 일주일이나 혼자 있으니 외롭네.,아내가 해외여행을 가서 외로우시군요. 
오늘 소개팅을 했는데 차였어. 요즘 너무 외로운 거 같아.,요즘 외로움을 타시는군요. 왜 그런 감정이 드는 것 같아요?
오늘도 퇴근길은 쓸쓸하다. 외로워.,외로움을 느끼셨군요. 무슨 쓸쓸한 일이 있었나요?
이 세상에 나 혼자인 것 같은 기분이 들어.,무슨 일이신지 말씀해 주실 수 있으신가요?
대리가 나에게만 커피를 타주지 않았어.,대리가 커피를 타주지 않으셨군요. 기분이 어떠셨나요?
외롭게 나만 점심시간에 사무실에서 혼자 도시락을 먹어.,사무실에서 혼자 점심을 먹어 외로우시군요.
다들 나만 두고 밥 먹으러 갔어.,다들 나만 두고 밥을 먹으러 갔군요. 기분은 괜찮으세요?
회의 중에 아무도 내 아이디어에 아무도 동의하지 않았어.,회의에서 아무도 아이디어에 동의해 주지 않았군요. 기분은 좀 괜찮으신가요?
잠깐 나갔다 온 사이에 나 빼고 다들 퇴근했어. 사무실에 혼자 있는 것이 너무 외로웠어.,나 빼고 다들 퇴근해서 외로우셨군요.
나만 과장님이 이사했다는 소식을 이제야 듣게 되었어.,과장님이 이사한 소식을 혼자 뒤늦게 들으셨군요. 기분이 어떠셨나요?
나 혼자 이 업무를 맡다니 너무 고달플 것 같아.,혼자 업무를 맡아 고달프게 느끼셨군요.
이번 출장은 나 혼자 가야 해서 너무 쓸쓸해.,혼자 출장을 간다니 많이 쓸쓸하시겠어요.
고객 상담 업무를 나보고 혼자 하래. 나 혼자 이 업무를 감당하라니 당황스럽고 외로워.,상담 업무를 혼자 감당해야 해서 당황스럽고 외로우시군요.
대표님께서 나만 혼자 다른 부서로 발령을 내셨어.,혼자 다른 부서로 발령이 나셨군요. 어떤 기분이셨나요?
오늘 갑자기 나만 회사에서 해고를 당했어.,갑자기 나만 해고를 당했군요. 지금 기분은 괜찮으신가요?
부장님이 오늘 나한테 혼자 프로젝트를 담당하래.,부장님이 혼자 프로젝트를 담당하라고 하셔서 당황스러웠겠어요.
아픈 게 부끄러워서 혼자 다니다 보니 참 외롭다.,혼자 다니셔서 많이 외로우시겠어요.
이렇게 아픈데 아무도 나를 신경 써주지 않다니 내가 인생을 잘못 살았나 봐.,그런 일이 있으셨군요. 좀 더 자세히 설명해 주시겠어요?
남편은 화난 사람처럼 티브이만 보고 있어 외로워.,남편이 티브이만 보고 있어 외로우시군요.
친한 친구라고 생각했는데 나만의 착각이었던 것 같아서 당황스러워.,친하다고 생각했는데 나 혼자의 생각으로 느껴지니 정말 당황스럽겠군요.
사귀는 사람이 나에게는 말도 없이 혼자 여행을 떠나서 당황스러워.,남자친구가 말없이 떠나서 당황스럽겠어요.
여자친구에게 결혼 생각이 있는지 물어봤는데 시큰둥해서 당황스럽네.,생각지 못한 반응에 당황스러웠겠어요.
친구들에게 만나자는 연락을 했는데 아무도 답장이 없어.,아무도 답장을 하지 않아 외로웠겠군요.
친구들과 있어도 별로 즐거운 기분이 들지 않고 외로워.,친구들과 있어도 외로운 기분이 드는군요.
외로워서 연애를 하고 싶은데 엄마가 회사 일이 먼저라고 말씀하실 때 당황스러웠어.,엄마가 그런 말씀을 하셔서 속상하셨겠어요.
친구의 소개로 소개받은 남자가 좋아. 그런데 나만 그 사람을 좋아하는 것 같아 당황스러울 때가 있어.,사용자님만 남자친구를 좋아하는 것 같아 속상하시군요.
엄마가 언니만 챙기는 것 같아. 그래서 당황스럽고 상대적인 소외감을 느낄 때가 많아.,어머니가 언니만 챙긴다고 느껴 소외감을 느끼시는군요.
고등학교 단짝인 친구와 자취를 하게 되었어. 그런데 친구가 유학을 간 뒤로 적적해서 집에 들어가기 싫어.,단짝 친구가 유학을 가서 적적하시군요.
