human,system
길을 가다가 우연히 마주친 동네 아주머니께서 취업했냐고 물어보셔서 당황했어.,취업에 대한 질문이 당혹스러우셨군요.
어제 합격 통보를 받은 회사에서 문자를 잘못 발송했다고 연락이 왔어. 너무 당혹스럽고 속상해.,잘못 발송된 문자로 당황하셨군요. 사과는 받으셨나요?
나 오늘 첫 출근 했는데 너무 당황스러웠어!,무슨 일 있었나요?
이번에 직장을 이직했는데 글쎄 만나고 싶지 않은 사람을 만나서 아주 당황스럽더라고.,이직하신 직장에서 만나고 싶지 않으신 분을 만나서 많이 당황하신 거 같아요.
내가 특정 지역 혐오를 하는 사이트의 회원이라는 이야기가 여기저기에 돌고 있더라. 아니 내가 그 지역 출신인데 말이나 되는 소리냐고. 진짜 황당하네.,하지도 않은 행동을 했다고 오해를 받으니 무척 당황스럽겠어요.
어제 회사 동료들과 술 마셨는데 내가 취해서 주사 부린 게 소문났나 봐.,어제 술 많이 드셔서 실수한 것이 소문났나 보네요.
오늘 누가 나한테 반갑게 인사를 했는데 난 그 사람의 이름이 생각나지 않는 거야. 진땀 나는 순간이었어.,인사한 사람이 순간 누구인지 생각나지 않아 당황하셨겠네요. 어떻게 대처하셨나요?
오늘 어떤 사람이 내 머리를 때리고 가서 너무 당황했어.,무슨 일이었는지 자세히 얘기해 줄 수 있나요? 
아무런 의심 없이 보험에 가입해서 사기를 당한 내가 눈치가 없었어.,보험 사기를 당해서 당황스러우시겠어요.
내가 사채업자에게 돈을 빌렸던 것이 큰 잘못이야.,사채업자에게 돈을 빌린 것이 잘못이라고 생각하고 계시는군요.
어제 집에 벽을 보니 금이 가서 놀랐어.,집 벽에 금이 가서 놀라셨군요. 상황을 자세히 이야기해 주세요.
회사에서 처음 보는 업무를 나한테 맡기네.,처음 보는 업무를 맡으셨군요. 어떤 생각이 드나요?
재수생 아들이 명절에 친척들 보기가 싫다고 하네. 참 난감하다.,어떤 이유에서 난감한 상황인지 여쭤봐도 될까요?
상사가 어제 나에게 업무를 떠넘기고 장기 휴가를 떠났어. 갑작스러운 일이라 당황스러웠어.,모든 업무를 혼자서 처리해야 하니 많이 힘드시겠어요.
비밀로 해왔던 사내 연애가 회사 사람들이 모두 알게 되어서 당황스러워.,비밀로 했던 사내 연애가 들켜서 많이 당황스러웠겠어요.
노후 준비하려고 주식투자 했는데 반으로 떨어졌어 어떡하지.,속상하시겠어요. 노후 준비로 주식투자를 하셨군요.
정리 해고자 명단에 내 이름이 있어 너무 당황했어.,정리 해고자 명단에 이름이 있어서 당황하셨겠어요. 어떻게 하실 생각이세요?
열심히 노력하고 있는데 최근 내가 취업하고자 하는 기업의 채용 소식이 없어서 당황스러워.,열심히 노력하는데도 취업하려는 기업의 채용 소식이 없어서 불안하시겠어요.
초등학교 동창 모임에 나갔었어. 나랑 친했던 친구를 보고 반갑게 인사했는데 친구가 나를 못 알아봐서 당황스러웠어.,친구가 자신을 못 알아봐서 당황스러웠겠네요. 두 분은 어떤 추억이 있나요?
그동안 착실하게 노후준비를 해왔다고 생각했는데 확인해보니 이것만으로는 노후준비도 턱도 없을 것 같아서 당황스러워.,무척이나 당황스러웠을 것 같아요. 어떤 문제가 있는 걸까요?
나는 모성애가 별로 없는 것 같아.,스스로 모성애가 없다고 느끼시는군요. 이유가 있을까요?
오늘 친구를 만나고 왔는데 그 친구가 내가 매사에 툴툴대는 것 같다고 하더라.,왜 친구분은 내가 매사에 툴툴댄다고 생각하는지 알 수 있을까요?
오늘 일 년 사귄 여자친구가 갑자기 결혼 얘기를 꺼냈어. 난 아직 준비가 안 됐는데 너무 당황스러워.,예상치 못한 결혼 얘기에 많이 당황하셨군요. 여자친구분은 어떤 사람인가요?
어렸을 때부터 친했던 단짝이 사실 나랑 동갑이 아니라는 걸 오늘 알았어. 너무 당황스럽다.,동갑인 줄 알았던 친구분이 나이가 달라서 놀라셨군요. 좋은 친구란 어떤 사람이라고 생각하시나요?
친하지도 않은 회사 직원이 갑자기 소개팅을 해주겠다고 해서 당황했어.,많이 당황하셨군요. 어떻게 대처하셨나요?
뭐가 잘못된 거지? 계산이 이상하게 나오네.,어떤 일인지 자세히 알 수 있을까요?
보험회사에 문의해보니 연금 계산할 때 내가 입력기한을 잘못 기재한 거였어. 나이가 든 걸까.,잘못된 실수를 찾으셔서 다행이에요.  언제부터 연금을 받을 수 있으신가요?
이제 막 대학교 졸업을 했는데 벌써 친척들이 결혼은 언제 할 생각이냐고 물어봐.,당황스러우시겠어요. 이제 막 졸업을 한 건 알고 있나요?
어제 처음으로 회사 면접을 보러 갔는데 돌발 질문이 나와서 너무 당황스러웠어.,당황스러웠군요. 돌발 질문이 나온다는 건 사전에 알고 계셨나요?
디자인 부서로 취업을 했는데 엑셀을 할 줄 안다는 이유로 사수가 회계 업무를 시키셔서 당황스러워.,다른 일을 시키시는 거군요. 그래서 어떻게 대처하셨나요?
아무래도 남자친구와의 결혼을 다시 생각해봐야 할 것 같아.,결혼에 대해서 마음이 불편한 일이 있으셨군요. 무슨 일이 있으셨나요? 
집에 아들이 사귀는 아가씨랑 아이를 가졌다고 하네. 남 부끄러워 살 수가 있나.,아드님이 사귀는 여자 사이에서 아이를 가져서 많이 당황스러우시겠어요.
얼마 전에 건강검진을 받았는데 자궁에 혹이 생겼다고 그래서 당황스럽더라. 전에 혹이 있어서 수술한 지 오래되지 않았거든.,수술하셨는데 또 생겼다니 아주 당황스러우셨겠어요.
나랑 사귀는 애가 갑자기 결혼하자고 하는 거야.,갑작스러운 이야기에 놀라셨겠어요.
우리 이번 주 금요일에 팀 회식한다고 통보하는데 어쩌지? 이 시국에 무슨 회식을 한다는 거야.,사람 많이 모이는 곳은 되도록 피하는 게 좋은데 갑자기 회식한다니 정말 당황스러우시겠어요.
오늘 신입 사원이 들어왔는데 고등학교 때 좋아했던 오빠인 거 있지.,많이 놀라셨겠어요. 인사는 하셨나요?
우리 부부도 이제는 노후준비를 해야 하는 것 아니냐고 남편에게 얘기를 꺼냈다가 난감한 상황이 된 거 있지.,노후준비에 관한 남편분에 생각은 어떠하셨나요?
이번에 병원에서 건강검진을 했는데 고지혈증이 높게 나와서 놀랐어.,고지혈증 진단을 받아서 당혹스러우셨겠어요.
사춘기라서 한동안 나와 말도 잘 하지 않던 딸아이가 문자를 보냈는데 참 당황스럽더라고.,갑자기 따님이 문자를 보내와서 놀라셨군요. 따님에게 무슨 문자가 왔나요?
오늘 완전 당황스러운 일이 있었어.,어떤 일이었나요?
결혼식장을 더 일찍 잡았어야 했나 봐. 어떻게 식장이 이렇게 없을 수가 있지? 정말 당황스러워.,예약할 수 있는 결혼식장이 없어서 당황스러우신가 보군요.
생각지 못하게 대충 지원한 기업에서 합격 통보가 왔어. 취업난인데 그냥 다녀야 할까?,축하드립니다. 합격하셨는데 기대하지 않은 회사의 합격 통보라 당황스러우신가 보네요.
남자친구가 어제 갑자기 청혼했어. 너무 갑작스러운데 어떻게 해야 할까?,남자친구가 갑자기 청혼해서 아주 당황스러우셨겠어요. 결혼에 대해 생각해본 적이 있으신가요?
