human,system
내 친구가 이번에 나보다 먼저 회사에 취직했어. 학교 다닐 때 내가 공부도 더 잘했는데 열등감이 느껴져.,친구가 먼저 취업을 하셔서 속상하시군요. 속상할 때는 어떻게 기분을 푸나요?
취업 준비 중인데 잘 안 되어 우울해.,취업이 잘 안 되어 기분이 우울하시군요. 좀 더 이야기해 주시겠어요? 
결혼하려고 하는데 친구랑 비교가 되네.,어떤 부분이 비교되시나요?
승승장구하는 회사 동기들을 보고 있자면 신경질이 나.,동기들하고 차이가 나는 게 속상하시군요. 왜 그런 생각을 하시게 되었나요?
난 인생의 낙오자이고 패배자인가 봐.,크게 낙담하셨군요. 그렇게 생각하게 되신 계기가 있나요?
내 친구가 나보다 피부가 훨씬 좋아서 친구가 먹고 있는 영양제를 따라 샀어. 질투가 났거든.,친구의 좋은 피부가 부러워서 영양제를 따라 사셨군요.
내가 동생보다도 문제를 더 많이 틀렸어.,동생에게 열등감을 느끼시는 것 같네요.
옆집 할머니네 할아버지 장례식장에 많은 사람이 와서 너무 부러워.,많이 부러우셨군요.
남들보다 내가 건강하다고 자부했었는데. 이렇게 갑자기 몸이 안 좋아질 줄 몰라서 너무 당황스러워.,건강이 좋으셨는데 갑자기 안 좋아지셨군요. 많이 당황스러웠겠어요.
옆집 아줌마는 부자고 자식들도 잘나고 부러웠는데 건강이 안 좋단 얘길 듣고 속으로 다행이라고 생각했어.,옆집 김 씨가 부자고 자식들도 잘나고 해서 많이 속상해서 그런 생각을 하셨나 봐요.
남편이랑 나랑 똑같은 당뇨인데 똑같이 음식 먹고 운동하고 해도 나만 항상 수치가 안 좋아.,사용자님만 수치가 안 좋아서 많이 속상했겠어요.
노인정 사람들은 자식들이 자주 찾아오고 용돈도 주는데 내 자식은 그렇지 않아.,노인정 분들의 자식과 많이 비교되셔서 속상하시겠어요.
오늘 병원에 노인정 사람이 있어서 가봤더니 나보다 좋은 병실에 입원해 있지 뭐야.,노인정에 다니시는 분이 병원에 입원하셨군요. 병실이 더 좋으셔서 속상하셨나 봐요.
옆집 할머니는 건강해서 일자리도 잘 구하는데 나는 몸이 아프니 일자리를 구할 수가 없어.,몸이 아파 옆집 할머니처럼 일자리를 구할 수 없어 많이 속상하시겠어요.
그 사람이 나를 좋아할 줄은 꿈에도 몰랐는데 오늘 좋아한다는 소릴 듣고 당황했어.,그분이 예상치 못하게 좋아한다고 고백해서 당황하셨겠어요.
좋아하는 사람에게 고백했다가 거절당해서 당황스러웠어.,많이 당황스러우셨을 것 같아요.
좋아하는 사람을 봤는데 고백할 자신이 없어서 인사만 하고 지나쳤어.,어떤 것이 고백하기 어렵게 만들었나요?
내가 동성애자라는 걸 분명히 알게 되고 나니 당황스러워. 다른 동료들을 보면 열등감이 느껴져.,어떤 점에서 열등감이 느껴지는지 조금 더 자세히 말씀해 주시겠어요?
좋아하는 사람이 내게 말을 건네왔는데 너무 당황했어. 대답하지 못한 게 너무 후회돼.,어떤 점이 가장 후회되시는지 자세히 말씀해 주시겠어요?
차라리 앞으로 친구들을 만나지 말까 봐.,속상한 일이 생기셨군요. 무슨 일이 있었나요?
동기들은 다 승진했는데 나만 뒤떨어진 것 같아서 힘들어. 영어 실력이 떨어져서 그런가.,혼자 뒤처진 생각에 외로우신 것 같아요. 어떤 방법이 있을까요?
코로나로 계속 취업이 안 돼서 너무 고민이야.,코로나로 취업이 안 되시는군요. 막막하시겠어요.
노인이 되면서 젊은 사람들에게서 심한 열등감을 느껴.,어떤 점에서 열등감을 느끼시나요?
통장 입금 내용 또 비교당했네. 나만 돈 못 버나?,다른 사람과 비교가 되어 속상하시군요.
다들 결혼에 관한 이야기만 해서 나 들으라고 저러나 싶어.,주변에서 결혼 이야기를 많이 들어서 스트레스를 받으신 것 같아요.
같은 주제로 온라인에 글 올렸는데 내 글보다 친구 글에 더 좋아요가 많네.,친구가 좋아요를 더 많이 받아서 속상하시군요.
주변에 나보다 나은 처지인 사람만 있는 것 같다는 생각이 들어.,어떤 점에서 그렇게 느끼게 하나요?
친구들은 다들 좋은 직장에 합격했는데 나만 정체된 것 같아서 슬퍼.,혼자 정체된 느낌이 들어서 우울하시군요. 어떻게 하면 기분이 나아질까요?
회사에 내 입사 동기는 맨날 일 잘한다고 칭찬만 듣고 난 매번 혼나기만 해서 열등감이 생길 지경이야.,입사 동기와 비교되고 뒤처지는 기분이 들어 속상하군요. 회사생활에 대해 조언을 구할 만한 사람이 있나요?
친구들은 나보다는 노후준비가 더 잘되어 있는 것 같아서 열등감을 느껴.,열등감을 느끼셔서 속이 많이 상하시는군요.
어제 친구를 만났는데 회사에서 상여금이 많이 나와서 어디에 투자할지 고민하더라.,친구가 상여금을 어디에 투자할지 고민하는군요.
내가 아직 연애를 못 하고 있는 건 내가 뚱뚱해서 못 하는 걸까? 요즘에 그런 생각이 자주 들어.,어떨 때 그런 생각이 드시나요?
여자는 정말 기술을 배워야 좋은 직장에 들어갈 수 있을까?,기술을 배워야 직장에 들어갈 수 있다고 생각하셨군요. 왜 그런 생각이 드셨나요?
자신의 진로를 정해서 할 일을 해나가는 친구가 부러워. 나는 무엇을 해야 할지 모르겠어.,진로에 대해 고민하고 있군요. 내가 잘하는 것과 좋아하는 것이 무엇인지 생각해 보는 건 어때요?
업무적으로 같이 팀을 이뤄 있는 동료 중에 후배가 있는데 업무를 너무 잘하네! 나랑 비교 되게끔.,업무를 잘하는 후배와 스스로가 비교 되시는군요.
나 이번에 면접에서 또 떨어졌는데 친구는 합격했대.,면접에서 떨어지셨다니 안타깝네요.
열등감 때문에 많이 힘들어.,어떤 열등감이 문제인가요?
진급이 늦어서 열등감에 시달려.,진급이 늦어져 마음이 안 좋으시겠네요.
요즘 직장을 나가려니 너무 스트레스가 돼. 내가 너무 가난하고 비참해 보여.,직장생활이 많이 힘드시군요. 
오늘 친구를 만나고 왔는데 내 남자 친구 조건이 친구 남자 친구보다 떨어져서 열등감이 느껴졌어.,친구를 만나고 왔는데 열등감이 느껴져 속상하시군요. 남자 친구의 어떤 면에 반하셨나요?
나보다 못한 친구가 좋은 집안사람과 결혼해. 부럽고 열등감 느껴져.,좋은 집안과 결혼하는 친구에게 어떤 생각이 드시나요?
친구들은 다 취업했는데 나만 백수네. 스스로 초라하게 느껴지네.,친구들보다 취업에 늦어서 속상하신가 봐요.
