human,system
그녀가 나에게 사귀자고 고백했어. 나도 원하고 있었는데 지금 기분이 너무 좋아.,그녀의 고백에 흥분한 모습이네요. 이제 여자친구와 어떻게 진행하실 생각이세요?
삼 년 동안 준비한 자격증 시험 드디어 합격했어. 눈물 난다.,오랜 기간 준비한 시험에 합격하셔서 기쁘시군요.
여자친구가 임신이 되기 힘든 몸이라 그랬었는데 임신이 된 거 있지? 기분 좋아서 어떻게 해야 될지 모르겠어.,여자친구가 임신하셔서 기분이 좋으시겠어요.
와! 정말 신난다. 내일 여자친구랑 첫 데이트가 예정되어있어.,여자친구 데이트할 예정이라 좋으시겠어요.
복권 일 등에 당첨되었어.,복권 일 등에 당첨되셨군요. 어떤 기분이신가요?
아들에게 백만 원을 어버이날 선물로 받았어.,어버이날 선물로 백만 원을 받으셨군요. 어떤 기분이 드셨나요?
내게 사기 쳤던 사장이 구속되었어.,사기를 친 사람이 구속되었군요. 어떤 생각이 드셨나요?
노인을 위한 임플란트 시술을 무료로 받았어.,임플란트 시술을 무료로 받으셨군요. 기분이 어떠셨나요?
작년에 매입한 부동산 가격이 두 배로 올랐어.,부동산 가격이 두 배로 오르셨군요. 기분은 어떠세요?
퇴직금으로 적립한 펀드 수익률이 많이 올랐어.,펀드 수익이 많이 오르셨군요. 마음이 어떠신가요?
노래자랑에서 대상을 수상하여 상금을 받았어.,노래자랑에서 대상을 받으셨군요. 어떤 마음이 드셨나요?
나 오늘 퇴원해서 너무 행복해. 다시 제이의 인생을 얻은 것 같아.,퇴원하셔서 많이 기쁘시겠어요.
정부에서 노후 자금에 대한 세제 혜택을 많이 준다고 해서 기뻐.,기쁘시겠네요. 편안한 노후를 누리실 수 있겠어요.
은퇴해서 아내와 시간을 보내기를 원했는데 드디어 그런 날이 와서 기뻐.,은퇴 후 아내분과 여유로운 시간을 가지게 되어서 기쁘시군요.
수년 전의 노름빚을 이제야 모두 갚아서 기뻐.,빚을 모두 갚아 홀가분하시겠군요.
그동안은 몰랐는데 아내가 나 몰래 우리 노후 준비를 끝냈다고 해서 기뻐.,아내분이 따로 노후 준비를 해 둔 걸 알게 되어서 기쁘시겠어요.
내 친구들은 불명예 퇴직한 사람이 많은데 명예롭게 물러나서 기뻐.,명예롭게 직장에서 은퇴하셨군요. 축하드려요!
자식 걱정에 은퇴를 망설였는데 좋은 직장에 자식이 취직해서 기뻐.,자녀분이 좋은 직장에 취직하셨군요. 축하드려요!
이번 은퇴식에 회사에서 파티까지 열어주겠다고 하니 기뻐.,은퇴식에 파티까지 회사에서 준비해주다니 기쁘시겠네요.
우연히 산 로또가 당첨되어 아내와 편한 노후를 보낼 생각에 기뻐.,우연히 산 로또가 당첨되었다니 정말 기쁘시겠군요. 당첨되었으니 이제 무엇을 하고 싶으세요?
우리 팀원들과 프로젝트를 진행했는데 평가가 엄청 좋게 나와서 기분이 너무 좋아.,프로젝트를 잘 마친 것 같아서 기쁘시겠어요.
오늘은 정말 기쁜 날이야. 날 여자라고 깔보던 상사를 내가 오늘 실적으로 이겼거든.,깔보던 상사가 있었군요. 실적으로 이기셔서 기쁘시겠어요!
팀원들이 내가 여성 상사라고 은근 무시했는데 내가 이번 계약 건으로 코를 납작하게 해주었어.,팀원들이 여성 상사라고 무시했군요. 계약 건으로 실력을 보여줘서 기분이 좋으셨겠어요.
우리 회사에서 문서 작성하는 프로그램을 나만큼 잘하는 사람이 없는 것 같아서 은근 뿌듯해.,문서 작성을 아주 잘하시는군요. 많이 뿌듯하실 것 같아요.
내가 승진 명단에 추천한 사람이 승진이 되어서 너무 기뻤어.,승진 명단에 추천한 사람이 승진되어서 기쁘셨겠어요.
저평가된 직원과 대화를 했는데 그 직원이 그 이후로 좋은 변화가 일어나서 정말 기뻐.,직원과 대화 후 좋은 결과가 있으셨군요. 많이 기쁘셨을 것 같아요.
저번 인사 발령 때 내가 어떤 사람을 다른 부서로 보냈는데 누가 불만이 많았었다고 하네. 너무 미안해.,불만을 듣고 있자니 많이 미안했겠어요.
전에 했던 업무는 스트레스가 너무 많았는데 그게 다른 부서로 이관되었어.,스트레스가 많은 업무가 다른 부서로 이관되어서 너무 기쁘시겠어요.
실적도 없이 고객 응대만 해야 하는 업무였는데 그 업무가 자동화로 바뀌었어.,업무가 자동화로 바뀌고 나니 기분이 어떠세요?
오늘 내가 업무 일부를 자동화로 해도 괜찮을 것 같다고 제안을 했는데 그게 받아들여졌어.,제안사항이 받아들여져서 기쁘시겠어요.
언니가 나한테 용돈으로 백만원을 줬어!,언니에게 큰 용돈을 받아서 정말 좋겠어요.
학교 폭력 가해자들이 학교에 안 나오니깐 반 친구들이 내게 말을 걸어주었어!,반 친구들이랑 대화했을 때 기분이 어떠셨나요?
오늘 너무 화가 나 참지 못하고 싸웠는데 내가 이겼어! 너무 신나!,싸움에서 이겨 신이 나셨군요. 어떤 점이 가장 기뻤나요?
나도 모르게 어느새 반 아이들끼리 증거를 모아 학교 폭력 가해자들을 고소해 주었어!,친구들이 고소해줬을 때 어떤 점이 제일 좋았나요?
이제 모든 왕따 문제가 해결되었대. 선생님이 나를 꼭 안아주셔서 너무 기뻐.,이제 문제가 다 해결되었다는 말을 듣고 많이 기쁘셨겠어요!
나를 따돌리던 친구들이 내게 다시 말을 걸기 시작해서 마음이 한결 놓였어.,서먹하던 친구들과 다시 대화했을 때 기분이 어떠셨나요?
오늘 학교에 가지 않았는데 많은 아이들이 걱정하는 문자를 보내왔어.,많은 아이들에게 연락을 받아서 기분이 어떠셨나요?
반 아이들이 앞으로 가해자들이 나를 괴롭힐 때마다 막아주겠다고 했어!,괴롭힘으로부터 보호해준다는 말을 들었을 때 기분이 어땠나요?
우리 반에 학교폭력을 당하는 아이가 오늘 드디어 나한테 말을 털어놓기 시작했어!,피해 학생과 어떤 대화를 했는지 조금 더 자세히 말씀해 주시겠어요?
나를 괴롭히던 친구가 집안 사정상 이제 학교에 더 이상 나오지 못한다는 이야기를 들었어!,괴롭히던 친구가 집안 사정상 학교에 나오지 못한다는 이야기를 들었군요. 기분이 어떤가요?
나 취업에 합격했어!,축하드립니다! 기뻐서 흥분하신 거 같아요.
이런 일도 다 있네 한 번에 통과했어 한 번에!,한 번에 통과하셨군요.
드디어 내가 응원하던 커플이 결혼까지 골인했다!,응원하던 커플이 결혼하게 됐군요.
내 친구가 이번에 영화배우로 데뷔한다는 소식에 너무 흥분돼.,친한 친구가 영화배우로 데뷔하게 되어 아주 기쁘군요.
나 원하던 직장에 최종 합격했어!,직장에 합격하셨군요.
내일 내가 정말 원했던 직장에 처음 출근해!,첫 출근을 앞두셨군요. 설레시겠어요.
어떡하면 좋아! 학교 동기 선배님이 날 좋아한다고 고백했어.,학교 동기 선배에게 고백을 받으셨군요.
이번에 복권을 샀는데 이제껏 한 번도 당첨 된 적이 없었는데 내가 오만원권에 당첨됐지 뭐야.,복권에 당첨되셨다니 기쁘시겠어요.
이제 나도 달리기 할 수 있다! 이번 주말부터 당장 뛰어야겠네 너무 흥분된다.,그동안 달리기 못 하셨던 이유가 있으셨나요?
야호! 나 드디어 면접 최종 합격했어 정말 기뻐.,최종 합격하셨다니 정말 기쁘겠군요.
요즘 건강이 좋아졌나 봐. 기분이 좋아!,잘 되었네요. 건강을 위해 무엇을 하셨나요?
내가 좋아하던 남자가 자기도 나를 좋아하고 있다고 하네. 너무 흥분되네.,와. 정말 좋은 일이네요. 축하합니다.
아니 나보고 아저씨래 저 사람이. 결혼도 하지 않은 파릇파릇한 청춘인데.,아저씨란 말을 듣고 흥분하셨겠어요. 흥분을 가라앉히시기 위해 어떤 걸 할 수 있을까요?
내가 뭘 잘못했다고 저 사람은 시비야?,무슨 일이 있으셨군요. 구체적으로 어떤 상황인지 말씀해주시겠어요?
최근에 투자한 주식이 많이 올라서 기분이 날아갈 것 같아. 내일은 또 얼마나 오를지 흥분도 되고.,주식 투자에 성공하셔서 기분이 좋으시군요. 저라도 그럴 것 같아요.
동네에서 새로운 친구를 사귀게 되어서 기뻐.,친구를 사귀었다니 저도 기뻐요. 어떤 친구인가요?
이제 슬슬 여자친구와 결혼 생각을 해봐야겠어!,좋은 생각이네요. 어떻게 하실 생각이신가요?
요즘 정신이 하나도 없어.,요즘 정신이 하나도 없으시군요. 좀 더 자세히 말씀해 주실 수 있나요?
지난번 본 면접 결과가 오늘 나왔어!,결과가 어땠나요?
결국 명예퇴직하기로 결심했어.,명예퇴직이라는 어려운 결정을 하셨군요.
동창 녀석이 미국 주식을 한다는군!,친구분 소식을 들으셨군요.
나 오늘 드디어 취직에 성공했어!,축하드려요! 기분이 어떠신가요?
나 드디어 어려운 취업에 성공했어!,정말 축하드립니다.
내일이면 대학교에서 새 친구들을 만나는 날이야. 정말 흥분돼.,대학에서 처음으로 친구들을 만나는군요.
전원생활용으로 사놓은 땅이 가격이 많이 올라서 너무 좋아. 어떻게 처리할지 고민이야.,토지의 가격이 상승하여 기쁘시겠어요. 어떻게 하시길 원하시는 건가요?
퇴근하면 몸과 마음이 지쳐서 가정일에 소극적이 돼. 본의 아니게 자녀에게도 화를 내게 돼.,퇴근 후 직장에서 받은 스트레스 때문에 가정에서 감정조절이 안 되어 힘드시군요.
대박이야 대박!,대박이군요. 무슨 일인가요?
건강 검진을 했는데 신체 나이가 실제 나이보다 열 살이나 어리게 나왔어. 정말 너무 신나!,대단하신데요! 특별히 관리를 하시는 건가요? 비결이 무엇인지 궁금하네요.
회사에서 실시했던 건강검진 결과를 받았는데 처음엔 내 눈을 의심했어.,건강검진 결과로 놀라셨군요. 결과가 어떻게 나왔나요?
나 남자친구가 생겼어.,정말 행복하시겠어요. 남자친구랑 뭐 하고 싶으세요?
너무 욕심을 부렸나 봐.,무슨 사정인지 구체적으로 들려주실 수 있을까요?
어제 생일이어서 선물을 많이 받았어. 선물 뜯는데 너무 흥분되고 기쁘더라.,주변에 좋은 분들을 많이 두셨네요. 늦었지만 생일 축하드려요.
내일이면 작년에 낳은 아기의 돌잔치야. 벌써 시간이 이렇게 지났다니 정말 흥분돼.,아기가 벌써 돌이 되어서 기분이 좋으시군요.
왜 내 결혼에 다들 관심이 많은 거야. 나 대신 결혼할 것도 아니면서.,결혼에 관해 관심을 많이 받으시나 봐요.
예정일이 두 달 남았는데 너무 보고 싶었던 영화를 봐서 흥분을 감출 수가 없어.,출산예정일을 앞두고 보고 싶었던 영화를 보셨군요.
나 지금 너무 어이없어.,어머 무슨 일이신가요?
올해 내가 주관한 사업이 잘되어서 유급휴가를 한 달 동안 받게 되었어.,직장에서 좋은 성과도 이루고 휴가도 받아서 기쁘겠어요.
남편과 축구를 보다가 큰소리를 쳤어.,남편하고 축구를 보다 큰소리를 치셨군요. 무슨 일 있으셨나요?
건강검진 결과가 너무 좋게 나와서 기뻐.,검진 결과 건강 상태가 좋다고 확인받아 정말 기쁘겠어요.
암을 완치할 수 있다는 뉴스를 들었어. 기쁘고 신나.,암 완치 가능성이 열려 정말 기쁘시겠어요.
드디어 결혼하고 오 년 만에 아이가 생겼어. 너무 감격스러워.,아이를 갖게 되어서 매우 기쁘시겠어요.
원하던 직장에 취직했어. 그동안의 노력이 보상받은 것 같아.,원하던 취직 결과에 아주 좋으실 것 같아요.
결혼한 지 오 년 만에 임신이 됐어! 나 너무 기분이 좋아!,임신에 성공해서 매우 기쁘시군요.
회사에서 사람들 무시하고 잘난 척하던 동기가 부장님께 개망신을 당했어. 완전 꼴좋다!,기분이 매우 통쾌하시겠어요. 평소 맘에 안 드는 사람에게 어떻게 대하시나요?
원하던 회사에 합격해서 너무 기뻐. 이렇게 기뻐서 흥분한 적은 처음이야.,원하던 회사에 합격해서 너무 기쁘시군요. 기쁜 소식을 소중한 사람에게 전하셨나요?
이번에 대기업 면접을 봤었는데 솔직히 별로 기대 안 했거든. 근데 아까 최종 합격했다고 연락이 왔어!,최종 면접에 합격하셨군요! 너무 기쁘고 행복하시겠어요.
요즘은 자고 일어나면 개운하고 기분도 상쾌해,깔끔한 기분으로 잠에서 깨시는군요! 어떤 이유인지 더 듣고 싶어요.
이제 은퇴가 얼마 남지 않았는데 은퇴 후 노후준비를 해야 할 것 같아.,은퇴를 앞두고 노후를 준비하시려는군요.
나 드디어 해냈어.,어떤 일을 해내신 건지 더 듣고 싶어요!
요즘 새로운 친구를 사귀었는데 중학생 이후로 정말 잘 맞는 친구를 만나게 되어 너무 기뻐.,잘 맞는 친구를 만나 기쁘시군요. 어떤 부분이 잘 맞나요?
디자인을 전공했는데 요즘은 경영학에 관심이 생겼어. 도대체 어떻게 해야 할까?,여러 분야에 관심이 많아 선택하는 데 있어서 고민이 많으시군요.
다음 달이면 결혼할 생각 하니 너무 기대돼.,결혼에 대한 기대감으로 가득하시군요.
자연분만을 꼭 하고 싶었는데 의사 선생님이 나도 가능하대!,자연분만을 하실 수 있다는 소식에 정말 기쁘시군요.
결국 명예퇴직을 결심했어.,어려운 결정을 하셨군요.
나 명예퇴직하기로 확정됐어. 희망퇴직 상여금이 생각보다 많아서 다행이야.,생각보다 많은 퇴직 상여금으로 안도하시는군요.
남자친구한테 프러포즈 받았어!,남자친구분에게 프러포즈 받아서 정말 행복하시겠군요. 언제 결혼을 계획하고 계신가요?
사람이 좋다 좋다 하니까 누구를 바보로 아나. 왜 이렇게 예의가 없는 거지?,기분 상하시는 일이 있었나 보네요. 무슨 일인지 말해주실 수 있나요?
곧 아기가 태어날 것 같아서 흥분된다.,아기가 곧 태어날 생각에 많이 들뜨셨나 봐요.
나 어제 상담했는데 내가 원하는 대학교 갈 수 있대!,원하는 대학을 갈 수 있어 기쁘신 것 같네요.
나 이번에 시험을 잘 봐서 원하는 학과에 갈 수 있을 거 같아!,원하는 학과에 갈 수 있게 되어 기분이 좋아 보이시네요.
요번에 중간고사를 잘 쳤다고 부모님께서 용돈을 올려 주셨어. 그 용돈으로 뭘 할지 고민이야.,중간고사를 잘 쳐서 용돈을 올려주셨군요. 기분이 어떠신가요?
나 오늘 시험 백 점 맞았어! 너무 흥분돼.,시험에 백 점을 받아 들뜨셨네요.
내가 성격이 너무 급하다 보니까 때로는 상대방을 당황하게 할 때가 있나 봐.,급한 성격으로 상대방을 놀라게 할 경우가 있군요.
다음 달이 아기 출산 예정일인데 너무 떨려.,다음 달 출산예정일을 기다리고 계시는군요.
미국에 유학 갔던 죽마고우를 정말 오랜만에 만나게 됐어.,유학 갔던 친구를 오랜만에 만났다니 너무 반가우셨군요.
오늘 너무 기분이 좋아서 어쩔 줄 모르겠어.,무슨 좋은 일이 생겼어요?
나 임신했어!,정말 축하드려요. 기다려 왔던 소식이길 바라요. 
나 드디어 그 애랑 연애해.,기분이 좋으시겠어요. 조금 더 자세히 말해주세요.
나 면접 보고 왔어! 잘 본 것 같아서 너무 흥분돼!,면접을 잘 보신 것 같다니 너무 행복하시겠어요.
나 이번에 남자친구한테 생일선물 받았어!,선물을 받으셔서 기분이 좋으시겠어요. 어떤 선물인가요?
오늘 토익 학원에서 정말 내 이상형인 사람 만났다?,이렇게까지 흥분하신 걸 보니 꿈에 그리던 사람을 만났나 보군요.
어제 전 직장 동료를 길에서 만났는데.,그랬어요? 인사하셨어요?
내일 내가 좋아한다던 그 애랑 같이 놀이공원에 가기로 했어!,정말 잘됐네요!
나 정말 흥분돼. 내가 원하는 프로젝트를 맡게 됐어.,하고 싶은 프로젝트를 맡게 돼서 기쁘시겠어요.
나 이번에 승진한대.,승진하신다니 제가 다 기뻐요.
진짜 내 이번 남자 친구는 최고야.,그런 생각을 하신 이유가 있을까요?
친구 때문에 너무 기뻐서 흥분돼.,기쁘고 흥분되는 일이 있었군요. 좀 더 구체적으로 이야기를 듣고 싶어요!
승진했어! 열심히 일한 결과가 나온 것 같아서 뿌듯해!,좋은 결과가 나와서 기분이 좋으시겠어요.
이번에 복권을 긁었는데 뭔가 당첨이 될 것 같아! 너무 흥분된다!,복권 당첨이 될 것 같아 흥분이 되시는 군요. 좀 더 자세히 설명해 주시겠어요?
내가 오늘 고백을 받았는데 그 사람과의 연애가 너무 기대가 돼.,좋아하는 사람과 연애하시게 됐군요. 정말 두근거리겠어요.
어려울 줄 알았던 프로젝트가 생각보다 잘 풀렸어. 너무 흥분돼!,어려울 것 같았던 프로젝트가 잘 돼서 정말 기쁘실 것 같아요.
내일이 결혼식이라니 흥분된다.,내일이 결혼식이시군요.
친구가 취업했대!,친구의 취업 소식을 듣고 어떤 감정이 느껴지셨어요?
오늘 대외활동 면접을 갔는데 내가 아는 오빠가 있었어.,놀라셨겠어요. 친한 오빠인가요?
더 다녀봐야 알겠지만 친절하셔서 좋아.,좋은 분위기라 금방 적응하시겠네요.
드디어 내가 아이를 낳았어.,기다리던 아이였나 보네요?
다음 주에는 다 같이 명동에도 가기로 했어. 분명히 재미있겠지?,분명히 재미있을 거예요! 좋은 친구들을 사귀셔서 다행이네요.
