human,system
나 오늘 네이버 인턴 면접 봤는데 내가 봐도 잘 본 것 같아.,면접 보고 오셨군요. 자신감이 넘쳐 보여요.
나 최근에 면접 본 회사가 세 곳인데 왠지 다 붙을 것 같아. 이번에는 자신 있어!,면접에 자신이 있으셔서 기쁘시겠군요.
나 이번에 지원한 회사 최종합격할 것 같은 기분이 들어!,지원한 회사에 최종합격할 것 같은 기분이 드셨군요.
나 몇 년 동안 신입으로만 다니던 회사에서 정식 사원으로 승진했어!,승진해서 기분이 좋으시군요. 이제 하고 싶은 일이 있으신가요?
나 몇 년 동안 신입으로만 다니던 회사에서 정식 사원으로 승진했어.,기분 좋으시겠어요. 이제 승진에 성공하셨으니 마음 놓고 하고 싶은 것들 할 수 있겠네요. 
나는 이성에 대해 자신감 넘쳐. 나는 너무 멋있는 것 같아.,스스로 멋있으시다는 말에서 자신감이 느껴지는 것 같아요.
내 여자친구가 프러포즈를 받아줄 것 같은 확신이 들어.,프러포즈 성공에 자신감이 있으시군요. 어떤 점에서 확신이 들었나요?
내가 좋아하는 사람이 있는데 오늘 고백을 할 거야. 그런데 왠지 느낌이 좋아.,오래 가져온 마음이 받아들여질 것이라고 확신하는군요.
나는 워낙 활발한 성격이라 항상 친구가 많았어.,정말 활발한 성격을 가지셨나 봐요.
나는 워낙 친구가 많아서 아마도 이 동네에서 나를 모르는 사람은 아무도 없을 거야.,동네에서 나를 모르는 사람이 없을 정도로 친구가 많으시군요.
우리 마을은 텃세가 전혀 없어. 새로운 이주민들이 와도 모두 잘 어울리는 게 우리 마을 사람들의 장점이야.,텃세가 전혀 없는 마을에서 살고 계시는군요.
나는 우리 노인정의 스타야. 그 이유는 내가 생각해도 나는 유머 감각이 넘쳐.,얼마나 유머러스한 분이시길래 그렇게 유명하세요?
나는 오래된 친구들이 많아. 지금 친한 친구들도 몇십 년은 된 친구들이야.,정말 멋진 우정이네요. 친구들과 엄청 돈독하시겠어요.
나는 이렇게 순수한 사람들은 처음 봤어. 이 동네 사람들과 평생 화목하게 지내고 싶어.,살고 있는 동네에 만족감이 엄청 높으시네요. 
우리 동네 청년들은 너무 착해. 이렇게 우리 노인들을 위해 봉사하는 청년들은 아마 다른 동네에는 없을 거야.,봉사하는 동네 청년들이 착하다고 생각하시는군요.
나는 성격이 좋아서 사람들하고 잘 어울려. 우리 동네에서 나만큼 사람들과 잘 지내는 사람은 없을 거야.,정말 성격이 좋으신가 봐요.
나는 우리 동네 할머니랑 오랜 친구야. 옆집에 살고 있기도 하지.,동네 할머니랑 친구이시군요. 얼마나 오래되셨나요?
나는 예전부터 옷에 관심이 많았어. 지금도 시내에 나가면 다들 옷 어디서 샀냐고 물어봐.,옷을 잘 입으시나 봐요.
우리 지역에서 이번에 노래자랑이 열리는데 내가 동네 사람들에게 입상할 거라고 말했어.,자신감이 높으시네요! 노래를 잘 부르시나 봐요.
나는 이 지역 토박이야. 어릴 때부터 여기에서만 살아서 나만큼 우리 동네의 역사를 아는 사람은 없지.,지역 토박이셔서 동네의 역사를 잘 아시는군요.
내 유튜브 채널에서 영심 할머니네 미용실을 홍보했더니 매출이 엄청나게 올랐대!,사용자님의 홍보 덕분에 매출이 올랐군요. 조금 더 자세히 말씀해 주세요.
지금 다니는 회사처럼 이렇게 가족 같은 분위기의 회사는 없을 거야. 우리 회사가 자랑스러워.,가족 같은 회사의 분위기가 많이 자랑스러우신가 봐요.
올해 나만큼 많은 계약을 성사시킨 직원이 없는 것 같아. 스스로가 정말 자랑스러워.,회사에서 큰 업적을 달성해서 기분이 좋으시겠어요.
우리 회사는 직원 복지에 엄청 신경을 쓰고 있어. 나 같은 사장은 별로 없을 거야.,직원들 복지를 중요시하는 것에 자부심을 느끼시는군요.
아직도 내가 안정적으로 회사에 다닐 수 있는 건 내가 능력이 있기 때문인 것 같아.,안정적으로 직장 생활을 할 수 있는 사용자님의 능력에 자부심을 느끼시는군요.
동기들과 비교했을 때 내가 조금 더 높은 연봉을 받는 것 같아서 자랑스러워.,상대적으로 좋은 보상을 받는 것이 기쁘시군요.
이번에 맡은 프로젝트는 내가 비슷한 일을 해 본 적이 있으니 아주 잘 해낼 수 있겠어!,이번 프로젝트에 자신이 있으시군요.
내 식당도 이제 곧 프랜차이즈를 낼 수 있게 됐어. 기분이 정말 좋다!,사업이 확장되어 기분이 좋으시군요.
내가 노인정에 쑥떡을 만들어 갔는데 다들 맛있게 먹어줘서 기분이 좋아.,사용자님이 손수 만든 음식을 모두가 맛있게 드셨군요.
일할 때 내가 노래를 하면 다들 흥이 돋는다고 좋아해.,동료분들이 사용자님의 노래를 좋아하는군요. 그럴 때 기분이 어떠신가요?
우리 아들이 학교 축구 경기에서 골을 넣었다고 해서 기분이 좋아.,아드님이 축구 경기에서 활약해서 기쁘시군요.
어제 모임에 갔는데 우리 부부가 제일 젊어 보여서 기뻤어.,제일 젊어 보이셔서 기분이 좋으셨겠군요. 젊게 생활하는 비결이 무엇일까요?
