human,system
우리 회사는 정말 사내 분위기가 좋아.,사내 분위기가 좋아서 즐거우시군요.
오늘 내가 다니는 회사가 참 좋은 직장이라는 생각이 들었어.,직장이 좋으시군요. 자세히 알려주실 수 있나요?
회사에서 전공시험을 봤어. 오늘 시험 결과가 나왔어.,시험 결과가 어떠셨나요?
오늘 발표를 정말 잘한 것 같아!,발표를 잘하셨다니 축하드려요! 어떤 부분이 마음에 드셨나요?
오랜 기간 연애하다가 결혼에 골인해서 만족감이 들어.,오랫동안 연애하신 분과 결혼하시게 돼서 좋으시겠어요.
올해는 마늘 농사가 정말 잘 돼서 돈 좀 벌었어. 이 정도 흑자라니 꽤 만족스러워.,농사로 얻은 이익이 만족스러우시군요.
팀의 막내한테 처음으로 제대로 된 일을 맡겼는데 생각보다 훌륭하게 해내고 있어.,팀의 막내가 일을 잘해서 기분이 좋으시군요.
이 정도 급여를 주면서 근무 조건까지 좋은 회사는 여기 밖에 없어. 아주 만족스러워.,조건이 좋은 회사에 다녀서 만족하시는군요.
나와 함께 성장해 가는 회사를 체감할 때면 기분이 좋아져.,회사와 함께 성장해 나가는 것이 만족스러우신가 봐요.
이전의 회사는 날 과소평가 했는데 새로 다니게 된 곳은 날 정말 인정해 주는 것 같아서 기뻐.,회사에서 인정을 받으며 일하셔서 기분이 좋으시군요.
우리 회사는 수평적인 구조 덕분에 일하기가 참 좋은 것 같아.,회사의 조직 문화에 만족하고 계시는군요.
경로당에서 함께하는 노인들이 다 유쾌해서 좋아.,경로당에 계신 분들이 다 좋으시다니 아주 기쁘시겠어요.
아직까지는 은퇴부터 노후까지 내 계획이 차질 없이 진행되고 있어서 기뻐.,열심히 노후 준비를 해 오셨나 봐요. 지금 사용자님의 기분은 어떠신가요?
내가 가입한 보험사가 노후 상담까지 따로 도와주겠다고 해서 기뻐.,노후를 설계해 줄 전문가가 있어 든든하실 것 같네요.
재무 컨설턴트가 나의 노후 준비가 완벽하다고 말했어.,노후 준비를 완벽하게 해 두셨군요. 기분이 어떠신가요?
어제 통장을 보니 통장에 모아둔 돈이 생각보다 많아서 기뻐.,열심히 모은 돈을 보며 기분이 좋으신 것 같네요.
아내와 같은 취미생활을 할 수 있게 돼서 만족해.,같은 취미생활을 즐기게 되어 만족스러우시군요. 어떤 취미생활을 같이 하고 계신가요?
어깨가 뭉치고 아프다고 하니 딸이 안마기를 사줬어.,따님이 안마기를 선물해 주셔서 기쁘셨겠어요.
애교 많은 우리 딸과 유쾌한 우리 아들을 생각하면 매우 행복하단 말이야.,자식들을 생각하면 기쁘시군요. 어떻게 행복하시기에 그러세요?
엊그제 모임에 다녀왔는데 다들 우리 부부를 보면서 서로 닮았다고 했어.,부부가 서로 닮았다는 얘기를 듣고 기분이 어떠셨나요?
나는 탈모 때문에 스트레스였는데 아내가 걱정 말라고 위로해 줘서 기분이 좋아졌어.,아내의 위로에 매우 기쁘셨군요. 더 자세히 말씀해 주시겠어요?
남다른 아내의 음식 솜씨 덕분에 늘 친구들이 부러워하는 걸 보면 참 기분이 좋단 말이야.,좀 더 자세히 말씀해 주시겠어요? 아내의 음식 솜씨에 친구들이 부러워한다니요?
우리 둘 다 등산을 좋아해서 주말마다 아내랑 산에 다니는 것이 너무 만족스러워.,주말마다 좋아하시는 등산을 함께 하다니 정말 만족스러우실 것 같아요.
요즘 수험생 아들이 평온하고 성실하게 공부하고 있어서 기특할 따름이야.,열심히 공부하는 아들의 모습에 만족스러우시군요.
우리 딸이 어제 학교에서 담임선생님께 세상에서 가장 좋은 아빠라고 자랑했다네. 참 기특할 따름이야.,딸의 말 때문에 정말 만족스러우셨겠어요. 좀 더 자세히 얘기해 주시겠어요?
지병이나 별다른 사고 없이 이렇게 무탈하게 커 준 자식들에게 감사할 따름이야.,자식들에게 고마운 마음이 있으시군요. 더 자세히 말씀해 주시겠어요?
나와 아내는 결혼한 지 이십 년이 넘었는데 금전적인 문제가 하나도 없었던 게 참 신기해.,좀 더 자세히 말씀해 주시겠어요? 금전적 부분에 대해 문제가 없었다고요?
집안일을 이렇게 완벽하게 해놓는 아내가 진정 존경스러워.,완벽한 살림꾼이신 아내에 대해 만족스러우시군요. 좀 더 자세히 말씀해 주시겠어요?
저녁을 먹은 후 이렇게 거실에서 텔레비전을 보면서 가족들과 대화할 수 있다는 것이 참 행복해.,가족들과 함께 여유를 가지는 것이 만족스러우시군요. 특별한 이유라도 있나요?
아내의 대장암이 완치된 후에 자식들이 안부 문자를 자주 보내줘.,자식들에게 안부 문자 받으실 때마다 기쁘시겠어요.
퇴원을 하니 집에 온 가족이 모여 있더라고. 정말 좋았어.,퇴원 후 가족분들이 맞아주셔서 기쁘셨겠어요.
내가 병이 있어서 아내한테 옮을까 걱정했는데 옮지는 않는다네.,걱정하셨을 텐데 다행이시겠어요.
내가 도와준 친구의 성적이 많이 올랐어.,사용자님의 도움으로 친구의 성적이 좋아졌군요.
점수가 잘 나오지는 않았지만 열심히 노력한 내 모습에 만족해.,결과보다는 노력에 초점을 맞추셨군요.
이번 시험 결과에 대해 부모님이 칭찬해 주셔서 뿌듯해.,시험 결과가 만족스러우신 것 같군요.
이번에 남편 생일이라 선물을 준비해서 줬어. 남편이 좋아하니 나도 기분이 좋아.,남편분이 선물을 좋아하셔서 기분이 좋으시군요.
딸이 언제나 사랑한다고 해 줘서 너무 기뻐.,따님이 항상 애정표현 해주셔서 행복하시군요.
엄마랑 길 가다가 엄마 친구를 만났는데 나보고 잘생겼다고 칭찬해 주셨어.,잘 생겼다고 칭찬받아서 기분이 좋았겠네요.
아빠는 출장이 잦아서 자주 볼 수가 없는데 이번엔 휴가를 받으셨대. 그래서 기뻐.,아빠가 휴가라서 볼 수 있는 생각에 기쁘시군요.
형이 이번에 태권도 선수가 됐는데 금메달을 수상했어. 그래서 나도 기뻐.,형이 금메달을 따서 기분이 기쁘시군요.
오랫동안 고대해오던 직장으로 취업에 성공했어.,원하던 직장으로 취업에 성공해서 기쁘시겠어요.
우리 동호회 회장이 좀 대단한 사람이라 그런지 다른 사람들이 그 사람 앞에서는 말을 조심하더라고.,동호회 회장이 대단한 분이신가 봐요?
나이가 들어도 돈이 많아서 좋다.,구체적으로 어떤 부분이 좋으신가요?
나는 돈이 많아서 정말 행복하다.,구체적으로 어떤 부분이 행복한가요?
매일 새로운 친구를 만나는 약속을 하는 게 너무 즐거워!,새로운 사람 만나는 것을 즐기시는군요. 주변에 친구들이 많으신가 봐요 .
오늘 함께 영화 보러 갔던 거 너무 좋았어.,함께 영화를 보면서 정말 즐거우셨나 봐요.
온라인으로 친구들과 주제 정하고 채팅했는데 너무 좋았어.,친구들과 좋은 일이 있으시군요. 더 자세히 말씀해 주실 수 있나요?
요즘 만나는 사람이랑 너무 잘 맞아서 행복해.,지금 만나는 사람과 잘 맞아서 기분이 좋으신 것 같아요.
코로나 때문에 취업이 어려운 시기지만 다행히 취업에 성공했어.,취업이 어려운 시기에 취업에 성공하셨군요.
회사에서 반년간 담당해 온 프로젝트가 있었는데 이번에 아주 원만하게 성공시켜서 너무 만족해.,올해 회사에서 좋은 성과를 거두셨군요. 성과로 인해 변화되는 게 있을까요?
내가 하고 싶은 일을 찾아서 만족스러워.,원하는 일을 찾으셨군요. 어떤 일을 하고 싶어요?
