human,system,
사이가 나빠진 친구들이 있어서 화해를 중재했어. 화해는 되었는데 오히려 나만 중간에서 이상한 사람이 되어버렸어.,둘 사이를 중재하는 과정에서 피해를 보셨군요.,
생각해보면 나는 항상 형이라는 이유로 동생에게 양보만 하고 살아왔던 것 같아. 부모님도 늘 동생 편만 드시고.,동생에게 양보하고 자신을 희생해온 것이 아쉬우시군요.,
야근을 많이 하는데 돌아오는 게 없네. 남는 건 희생뿐.,야근을 많이 해도 돌아오는 게 없어 희생이라고 생각하시는군요.,
오늘 퇴근길에 선행을 하게 됐어. 힘들었지만 기분이 좋았어.,힘들었지만 기분이 좋으셨다니 다행이네요. 어떤 일을 하셨는지 말씀해 주실 수 있나요?,
이제 생각해보면 다리를 못 쓰는 아들 때문에 참 많은 걸 희생해온 것 같아.,그러셨군요. 더 자세히 말씀해 주시겠어요?,
딸의 미대 입시에 돈이 많이 들어서 야근을 늘렸어.,따님의 학비를 위해 야근을 늘리셨군요. 좀 더 자세한 상황을 말씀해 주시겠어요?,
애들이 대학에 진학하면서 지출이 많아졌어. 조금씩 아끼고 있는데 참 힘드네.,늘어난 지출에 부담을 느끼시는군요. 좀 더 자세히 얘기해 주시겠어요?,
이번에 팀원들의 연봉 협상을 도왔어. 그런데 알고 보니 나만 불이익을 받은 거라 상처를 받았어.,상처를 받아 많이 속상하시겠어요.,
일손이 부족해서 항상 특근을 하는데 회사에서는 인원을 충원해 주지 않아 너무 힘들어.,매일 특근하다 보면 많이 힘드시겠어요.,
아버지의 건강이 악화되니까 여자 친구와의 교제도 부담스럽고 해서 결국 헤어졌어.,여자 친구와 헤어지며 마음이 어떠셨나요?,
여자친구가 높은 계단에서 미끄러지는 것을 받느라 내 팔이 부러졌어.,팔이 부러졌을 때 어떤 기분이 드셨나요?,
여자 친구가 갑자기 유학을 하러 가기로 해서 혼자 남아 기다리겠다고 했어.,혼자 남아 기다리겠다고 했을 때 어떤 기분이셨나요?,
그녀를 더 사랑하지 않지만 아이 때문에 나는 헤어질 수가 없어.,아이 때문에 헤어질 수 없는 상황이시군요. 조금 더 자세히 말씀해주시겠어요?,
나는 첫째로 태어나서 너무 힘들어.,첫째로 태어나서 힘드시군요. 어떤 부분이 가장 어려우세요?,
친구 두 명이 싸웠는데 둘 다 내게 하소연을 하는데 너무 힘들어.,친구들 사이에서 이러지도 저러지도 못해서 당황스러우시겠어요.,
결국 일의 마무리를 위해 야근하고 특근하고 다 했어요.,일의 마무리를 위해 며칠 동안 고생하셨군요.,
대학 동기 모임이 있었는데 나만 연락을 못 받았어.,동기 모임에서 혼자만 연락을 못 받았다니 매우 속상했겠어요.,
결혼하고 아내가 일과 살림 모든 걸 나에게 떠넘기는 것 같이 느껴져.,아내가 살림을 떠넘기시는군요. 더 자세히 말씀해 주실 수 있나요?,
코로나로 인해 비상 근무체제로 돌입하기로 했는데 팀장님이 나를 지목하셨어. 뭔가 희생된 기분이야.,당분간 주말마다 출근해야 하는군요. 주말에 출근하는 대신 보상은 없나요?,
오늘 나 혼자 나머지 잔업을 위해서 야근했어. 다른 팀원들을 위해 희생한 기분이야.,다른 팀원들도 해야 했지만 혼자 야근하셨군요.,
회사에서 부서 이동을 할 사람을 지원받아서 그냥 내가 간다고 했어.,부서 이동을 어쩌다가 결정하셨나요?,
처음 회사에 취직했을 때는 너무 좋았는데 지금은 생각이 많이 달라졌어.,어떤 이유라도 있나요?,
내가 선배 대신 주말에 출근해야 해서 너무 속상해.,선배를 대신해서 주말에 출근하셔야 하는군요. 속상한 사정을 더 자세히 알 수 있을까요?,
아이 대학 등록금 때문에 차를 못 사게 됐어. 정말 사고 싶었는데.,차를 못 사게 되셔서 안타까우시지만 자녀분이 대학에 진학했군요.  ,
나 오늘 면접 보고 왔는데 기분이 좀 별로야.,면접 보러 가신 일이 잘 안 되었나요? ,
얼마 전 딸아이가 나에게 상처받은 일이 있어서 상담을 요청하는 거야.,따님이 어떤 일로 어머니께 상담해 오셨나요?,
시어머니를 모시고 사는데 요즘 너무 힘들어.,시어머니를 돌보면서 요즘 어떤 마음이 생겼을까요?,
나는 동생들 때문에 학원을 못 다녀.,혹시 이유를 물어봐도 될까요?,
태어난 지 얼마 안 된 아이를 키우는데 남편이 너무 안 도와줘. 나만 힘들어.,육아하는 데 있어 남편의 도움이 부족해 힘드시겠어요. 어떻게 된 일인지 말씀해 보시겠어요?,
지금 다니는 직장은 일과 삶 중 전자에 너무 치우쳐 있어서 이직을 생각하고 있어. 혹사당하고 있다는 기분이야.,현재 이직을 염두에 두고 계시는군요. 다른 직장은 일과 삶의 균형이 조화된 곳으로 가고 싶으신 건가요?,
나 승진에서 떨어졌어.,저런. 기분이 안 좋으시겠어요.,
결혼 전 남편과 아이를 갖지 않기로 합의했는데 막상 결혼하고 나니 남편이 아이를 원하는 눈치라 혼란스러워.,남편분의 태도가 바뀌어서 많이 혼란스러우시겠어요.,
나 너무 힘들어. 애들이 나를 싫어하고 피하는 것 같아.,그러셨군요. 무슨 일인지 알려 주실 수 있나요?,
부모님이 바쁘셔서 요즘 동생과 집에 둘이서 시간을 보내고 있어. 그런데 부모님은 내가 집안일을 다 해주길 바라셔.,집안일에 대해 희생을 요구하시는 것 같네요.,
자녀 때문에 취미생활을 할 수가 없어.,여유가 없어 고민이 되겠군요.,
부모님께서 동생한테 양보하기를 계속 강요하시는 것 같아서 속상해.,동생에게 양보하기를 바라시는 부모님께 희생된 느낌을 받으셨군요. 이 문제를 어떻게 해결해야 할까요?,
직장에서 같은 팀원이 잘못한 일이 내가 잘못한 일이 되어버렸어. 내가 희생되었다는 것에 너무 기분이 상했어.,기분이 매우 좋지 않았겠어요. 좀 더 말씀해 보시겠어요?,
휴가를 내서 좀 쉬어야겠어.,휴식이 필요하시군요.,
이 프로젝트는 왜 나만 모든 일을 맡아서 해야 하는지 모르겠어. 나만 희생되는 기분이야.,혼자 일을 떠맡는 것 같아 힘드시군요.,
은퇴 후 노후준비를 위해 지금부터 할 수 있는 게 있을까? 교육비로 다 쓰고 나니 모아 놓은 게 없어.,걱정이 많이 되겠어요. 어떻게 대처하고 계신가요?,
요즘 친구들 만나는 게 힘들어.,어떤 부분 때문에 힘드세요?,
내가 잘못한 것이 아닌데 내가 잘못했다고 하는 게 옳은 일일까?,어떤 일로 고민하고 계신 건가요?,
만성질환에 재정이 안 좋다 보니 치료가 걱정이다.,몸도 안 좋은데 비용도 걱정되시나 봅니다.,
지인이 많아서 몸조심 안 하고 무리를 했나 보다.,몸조심하지 않고 무리하셨군요. 어떤 이유로 그렇게 생각하셨나요?,
요즘 결혼하기가 정말 두려워.,어떤 이유에서 두려우신가요?,
회사에서 나만 일하는 것 같아.,걱정이 많으시겠어요. 왜 그렇게 생각하시나요?,
부장이 자신의 업무를 나한테 떠넘겨서 너무 힘들어. 업무를 혼자서는 처리할 수 없어서 부장에게 얘기해야겠어.,너무 힘드셨겠네요. 부장님과 어떤 대화를 원하시나요?,
친구 둘 사이에 뭐가 안 맞았는지 또 머리를 쥐어뜯고 싸우더라. 말린다고 정말 힘들었어.,싸움이 붙은 친구를 말린다고 많이 힘들었나 보군요.,
남자친구 때문에 속상해하는 친구를 위로해줬는데 화가 나.,친구를 위로해줬는데 화가나시는군요. 친구분과 무슨 일이 있으셨나요?,
나는 이번 코로나의 희생자야.,무슨 일이신가요? 왜 그렇게 생각하시나요?,
나 요즘 회사에서 너무 스트레스가 많아.,요즘 맡으신 업무량이 많으신가 봐요. 힘드시겠어요.,
딸을 낳았으니 축하받을 일이고 축복받을 일인데 시부모님은 아들을 원하시나 봐. 이렇게 떨떠름하신 줄은 몰랐어.,딸을 출산하셨군요. 시부모님은 첫 손자로 아들을 원하셨나 봐요.,
남자친구랑 있는 게 너무 힘들어.,남자친구와의 관계에서 어려움이 있으신가 보네요. 좀 더 자세히 말씀해주실 수 있으세요?,
출산은 여자 몸만 너무 상하는 것 같아.,그런 생각을 가지고 계시는군요.,
이번 코로나 때문에 아이 갖는 게 무서워.,왜 코로나 때문에 아이 갖기가 두려우신 건가요?,
