human,system,
우리 부모님은 나를 버린 거나 다름없어. 내가 진로에 대해 걱정을 할 때 나를 걱정 해주거나 돌봐 주지를 않았어.,부모님으로부터 서운한 감정이 드시는 거군요. 진로에 대한 걱정을 부모님께 솔직히 털어놓아 보셨나요?,
계속 취업이 안 되니까 버려진 기분이야.,계속 취업이 안 돼서 버려진 기분이군요.,
난 왜 혼자인 것 같지?,왜 그렇게 생각하시나요? 무슨 일이 있으셨나요?,
소개팅을 많이 했는데도 연애로 이어지지를 않네. 다들 내가 마음에 안 드나 봐.,소개팅이 계속해서 실패해서 기분이 안 좋으신가 봐요.,
오늘 여자친구와 이별을 했어. 너무 괴로워.,여자친구와 이별을 해서 괴로우시겠군요.,
하나뿐인 내 자식이 독립을 하고 싶어 하는데 너무 서운해.,소중한 가족과 떨어질 생각에 서운하시겠어요.,
우리 아들이 서울에 있는 대학을 다니는데 너무 보고 싶어.,서울에 있는 아들이 보고 싶으시군요.,
요즘 대학생이 된 두 딸이 연락을 잘 안 해서 서운해.,딸들이 연락을 안 해서 서운하시겠어요. ,
우리 남편은 바빠서 집안일은 뒷전이야. 그래서 나는 항상 혼자인 기분이야.,남편분이 집안일은 뒷전이어서 혼자인 기분을 느끼시는군요.,
오늘 학교를 다녀온 우리 아이에게 잘 다녀왔냐고 물어봤지만 대답을 하지 않아서 마음이 안 좋아.,아이에게 질문을 했지만 대답을 하지 않아 서운하시겠어요.,
우리 아들은 엄마보다 여자친구에게 애정 표현을 더 잘하는 것 같아서 서운해.,아들이 엄마보다 여자친구에게 애정 표현을 더 잘하니 서운하시겠어요.,
남편이 부부 동반 모임을 나에게 숨겼다는 사실에 배신감이 들어.,남편분께서 부부 동반 모임이 있다는 사실을 숨겨서 기분이 나쁘시겠어요.,
병원도 가까운데 병문안을 오지 않는 건 좀 섭섭하네.,병문안을 오지 않는 사람에게 실망하셨군요. 좀 더 자세히 말씀해 주시겠어요?,
다들 뭐가 그렇게 바쁜지 자식들이 우리 집에 와서도 안 자고 그냥 가네.,자제분들이 금방 떠나셔서 상처받으셨군요.,
아들이 나를 요양 병원에서 지내게 하고는 한 번도 찾아오지를 않네.,요양원에 찾아오지 않는 아들 때문에 속상하신가 봐요.,
폐암으로 쓰러진 날 자식들이 얼굴 한 번을 안 비추고 외면하는군.,자식들의 무심한 태도에 마음이 괴로우시군요.,
아들은 내가 아픈 게 걱정도 안 되는지 찾아오지도 않아.,아들이 아픈 나를 찾아오지 않아 슬픈 마음이 드는군요.,
거동이 불편한데도 자식들이 나를 부양하지 않아서 사람을 고용했어.,자식들 대신 사람을 고용하게 되어 버려진 느낌이 드는군요.,
하나밖에 없는 자식이 나를 돌보기 싫다고 하네.,당신을 돌보기 싫다고 했다니 마음에 큰 상처를 받았겠어요.,
카네이션을 열심히 만들어 드렸는데 엄마가 별로라며 버리라고 하셔서 속상해.,사용자님의 실망하신 마음이 느껴지네요.,
부모님이 몇 년 전 이혼했어. 엄마한테 연락해봤는데 답장이 없어서 속상해.,엄마에게 버려진 것 같아 슬퍼하시는군요.,
내가 쓰려고 방학 동안 열심히 만든 털모자를 엄마가 사촌 동생에게 줘버려서 속상해.,사용자님이 슬픈 이유를 더 자세히 말씀해 주시겠어요?,
엄마가 술에 취해서 나 같은 딸은 필요 없다고 말씀하셔서 슬펐어.,어머니의 말 때문에 실망하셨군요.,
스스로 돈을 벌어 아빠한테 선물을 해 드렸는데 안 좋아하셔서 속상해.,사용자님은 아버님 때문에 괴로워하시는 것 같군요.,
아빠가 집 밖에서만 다정한 척하는 것 같아서 서운해.,아버지의 태도 때문에 힘들어하시는 것 같네요.,
시험을 망쳐서 엄마가 나를 내쫓았어. 정말 속상해.,그런 일로 속상해하셨군요.,
오늘 차장이 그따위로 일할 거면 당장 회사를 그만두라고 하더군. 상처 되는 말이었어.,차장의 말에 버려진 기분이 드셨겠어요.,
직장에서 정리해고 명단에 들어갔어. 내 청춘을 바쳤는데 버려진 기분이야.,충격이 크시겠어요. 충격을 벗어나기 위해 무엇을 하고 계시나요?,
은퇴 준비도 안 되었는데 회사에서 권고사직을 받아서 너무 우울해.,회사에서 권고사직을 받아서 많이 우울하시군요.,
오늘 안 좋은 일이 있었어.,무슨 일이 있었나요? 어떤 안 좋은 일인지 말씀해 주실 수 있나요?,
건강이 최고라고만 생각했는데 대인관계도 건강만큼 중요한 것 같아.,그렇게 생각하시게 된 계기가 있을까요?,
노년기에 건강해도 돈이 없으니 소외된 느낌이다.,왜 돈이 없으신지 여쭈어봐도 될까요?,
내가 소개해 준 두 친구가 나를 따돌리는 것 같아.,친구들 때문에 속상하시겠어요. 어떤 점이 그렇게 느끼게 만드나요?,
이번에 결혼을 약속했던 여자친구와 헤어지게 되었어.,결혼까지 약속하셨는데 헤어지셔서 속상하실 것 같아요. ,
오래 만나왔던 여자친구가 나에게 이별을 통보해서 버림받은 기분이야.,이별 통보로 인해 마음이 안 좋으실 것 같아요. 기분전환을 하려면 어떻게 하는 게 좋을까요?,
주변에서 직장 선배들이 점점 명예퇴직하고 있어.,같이 일한 동료들인데 아주 속상하시겠어요.,
나 오늘 남자친구한테 차였어. 그만 만나자고 먼저 말하더라.,남자친구에게 이별 통보를 받으셨군요.,
나이는 벌써 서른이 넘었는데 언제 취업하고 언제 돈 벌어서 결혼할 수 있을까?,취업을 위해서 준비하시는 게 있으세요?,
