human,system,
나랑 이십년지기 친구가 나보다 다른 친구를 더 좋아하는 것 같아 질투나.,친한 친구가 다른 친구를 더 좋아하는 것 같아 질투가 나시는군요.,
부잣집 아들인 친구가 부러우면서도 질투나.,부잣집 아들인 친구가 부럽기도 하시고 질투도 나시는군요.,
나는 정말 소인배인가 봐. 이런 내가 싫어.,그런 생각이 든 이유가 있으신가요?,
부부싸움을 하면 아이들이 꼭 아내 편을 들면서 나한테 뭐라고 하는 데 정말 섭섭해.,아이들이 아내분의 편만 들어서 상처를 받으셨군요.,
학교에 비싸고 유명한 브랜드 운동화를 신고 오는 친구들을 보면 질투가 나.,비싼 신발을 신고 오는 친구들을 보면 비교를 하게 되시는군요.,
나를 괴롭히는 친구가 국어 선생님께 더 예쁨을 받아서 질투 나.,선생님이 사용자님을 괴롭히는 친구를 더 예뻐해서 상처받은 것 같아요.,
학원 친구가 나보다 좋은 대학교에 합격해서 기분이 안 좋아.,친구가 사용자님보다 좋은 대학에 합격해서 질투심을 느끼고 있군요.,
방과 후에 학원에 안 가고 놀러 다니는 친구들이 부러워.,사용자님이 학원에 가는 동안 놀러 다니는 친구들에게 질투심을 느끼는군요.,
내가 좋아하는 친구가 날 괴롭히는 애들과 친하게 지내서 섭섭해.,좋아하는 친구가 사용자님을 괴롭히는 친구들과 어울려서 서운하시군요.,
온종일 아내 대신 집안일을 했는데 아내와 애들은 나만 빼고 지리산에 다녀왔어.,홀로 집안일을 하시느라 고생하시는 동안에 같이 지리산에 못 가신 것이 속상하시군요.,
요즘 전화 상담원이라는 젊은 남자가 아내에게 치근덕대는 것 같아서 질투가 나.,다른 남자와 아내의 잦은 전화로 질투가 나셨군요. 자세히 말씀해 주시겠어요?,
내 딴에는 아들에게 충분히 잘해줬다고 생각하는데 아들은 나보다 엄마를 더 좋아하는 것 같아.,아빠보다 엄마를 더 좋아하는 아들에게 마음의 상처를 받으셨군요.,
아내와 딸 사이가 엄청 친밀한 걸 보면 질투가 나.,어떤 이유에서 그런 감정을 느끼시는 건지 여쭤봐도 될까요?,
컴퓨터 게임 줄이라고 잔소리를 했더니 아들은 컴퓨터 게임이 나보다 더 좋대.,컴퓨터 게임이 더 좋다는 아들의 말이 마음에 상처가 되었군요.,
아내가 요즘 수상해. 그동안 좋아하지도 않던 등산 모임에 매주 나가서 질투가 난다니까.,아내가 이전과 다르게 등산을 자주 가셔서 질투가 나시는군요. 더 자세히 알려주시겠어요?,
아들이 나보다 담임선생님을 더 따르는 것 같아서 질투가 나.,아들에게 마음에 상처를 받으셨군요. 조금 더 자세히 말씀해 주시겠어요?,
아내가 요즘 나랑은 말도 안 하면서 핸드폰만 봐서 질투가 나.,핸드폰을 보는 데에 시간을 더 많이 쓰는 아내분 때문에 마음에 상처를 받으신 것 같아요.,
우리 딸이 취업한 후에 내 전화를 잘 안 받아서 질투가 나.,따님께서 직장 생활을 하시면서 전화를 자주 안 받는 것 때문에 속상하시군요.,
우리 어머니가 나한테는 잘 안 해주면서 내 아내에게만 잘해주는 걸 보면 질투가 나.,좀 더 자세히 말씀해 주시겠어요? 어머님께서 아내에게만 잘해주신다고요?,
내 동생보다 더 잘하고 싶은데 왜 나는 노력해도 안 되는 건지 몰라서 스트레스받아.,동생보다 더 잘하고 싶은데 마음처럼 안돼서 스트레스받겠어요.,
나도 성적이 나쁘지 않은데 교수님이 내 친구만 좋아해서 질투 나.,친구만 예뻐하는 교수님 때문에 속상하신 것 같아요.,
예전부터 부모님이 좋은 대학에 들어간 동생만 예뻐하시니까 속상하고 슬퍼.,부모님이 대학을 잘 간 동생만 예뻐한다는 생각이 드는군요. 어떤 점에서 동생만 예뻐한다는 생각이 드시나요?,
회사를 그만두고 창업을 했다던 동기가 요즘 잘 나간다는 소문이 있어서 질투나.,창업에 성공한 동기가 질투가 나시는군요.,
내 친구가 좋은 직장에 취직했어. 축하하는 마음도 있지만 한편으론 질투심도 들어.,정말 축하할 만한 일인데 질투심이 든다는 거군요.,
나를 포함해 세 명인 친구 무리가 있는데 자꾸 다른 두 명만 놀러 간 사진이 인스타그램에 올라와.,다른 두 명이 놀러 간 사진들이 인스타그램에 많이 보이셨군요. 그럴 땐 어떤 감정이 드시나요?,
같이 준비하던 시험에 친구만 합격해서 질투가 나.,친구한테 질투가 나서 속상하시겠어요.,
내 친구들은 다 취업하는데 나만 아직 못해서 속상해.,친구들보다 취업이 늦어져서 속상하시군요.,
동창회에서 나보다 성적도 나쁘고 소심했던 친구가 건물주가 되어 있어서 놀랐어.,오랜만에 만난 친구를 보고 놀라신 것 같아요.,
나도 나름대로 틈틈이 운동하는데 더 건강한 사람을 보면 부러운 생각도 들어.,지금도 충분히 몸 관리를 하시지만 다른 분과 비교가 되어 아쉬우시군요.,
얼마 전부터 보기 싫은 사람이 있어.,그게 누군데요? 무슨 이유로 싫어하는데요?,
아는 후배 동생이 얼마 전에 결혼했는데 생일 선물로 시부모님께 현금을 받았대.,지인분께서 시부모님께 생일 선물로 현금을 받으셨군요.,
내 친한 친구가 결혼했어. 나도 결혼을 하고 싶어서 그런지 질투가 나.,친구가 결혼하신 걸 보고 질투가 나시는군요.,
친구의 여자친구가 너무 예뻐서 질투나.,친구의 이성 관계에 대해 부러움을 느끼시는군요.,
친구가 너무 잘나서 부러워.,친구에게 부러움을 느끼시는군요. 구체적으로 어떤 부분이 그렇게 느껴지실까요?,
내 입사 동기가 상사한테 이쁨받는 게 너무 꼴 보기 싫어.,동기분인 상사에게 이쁨받는 게 꼴 보기 싫으신 이유는 어떤 것이 있을까요?,
제일 친한 친구가 나보다 공부도 잘하고 활동도 더 많이 해서 계속 비교 대상이 돼. 이 상황이 너무 슬프고 속상해.,제일 친한 친구와 비교 대상이 돼서 속상하시겠어요. ,
동료직원이 나보다 먼저 승진해서 질투가 나.,동료직원보다 승진이 늦어져서 아주 속상하겠네요.,
친구가 좋은 회사에 들어갔어. 나도 열심히 노력했는데.,친구분만 좋은 회사에 취직이 되었군요.,
내 아는 지인이 이번에 결혼을 했는데 집안이 좋은가 봐. 나는 왜 이렇게 그 지인이 질투가 나지?,지인분이 결혼을 하셨는데 집안이 좋으신가 보네요. 이런 감정에 관해 이야기를 나눌 분이 주변에 계신가요?,
나는 아직도 진로를 정하지 못했는데 내 친구는 벌써 자기 꿈에 대해 한 발짝씩 다가간 것에 대해 계속 자랑하는데 너무 질투나.,본인은 아직 정하지 못했는데 친구분이 자랑해서 질투가 나시는군요.,
나만 빼고 다른 친구들은 모두 건강하니까 느낌이 이상하네.,어떤 느낌이 드시나요?,
오늘 아침 운동할 때 옆 사람을 보니 질투가 나더라고.,옆 사람의 어떤 부분 때문에 그러셨나요?,
동네 친구는 건강해 보이는데 나는 아니라서 부럽고 질투가 나.,친구분이 건강해서 부러우시군요?,
곧 있으면 남편이 은퇴하는데 옆집과 비교가 돼서 질투 나고 속상해.,남편이 곧 은퇴하시는군요. 옆집과 상황이 많이 달라서 속상하신가요?,
다른 사람들은 모두 은퇴 준비를 잘한 것 같은데 나는 왜 이렇게 아무것도 못 했는지 질투가 나.,본인만 아무것도 못 했다고 생각하시는군요.,
친구가 좋은 곳에 취직해서 질투나. 나는 놀지도 않고 매일 공부해도 취직 못 했고 친구는 취직 공부도 안 하고 놀았는데 말이야.,노력 안 한 친구가 더 좋은 곳에 취직해서 질투 나셨겠어요. 어떻게 취직을 하게 되었나요?,
요즘 와이프가 나보다 아들에게 관심이 더 많은 것 같아.,부인에게 서운하시군요. 왜 그런 걸까요?,
학교 다닐 때 친구를 최근에 만났는데 살짝 질투심이 나기까지 했어.,친구가 어떤 모습이었길래요?,
친구가 이번에 피아노 실기시험에서 에이를 맞았어. 나보다 못했는데.,친구가 점수가 더 높게 나와서 속상하셨군요. 무엇 때문에 친구분이 더 높은 점수를 맞았다고 생각하시나요?,
남자친구가 다른 여자가 더 예쁘다고 해서 질투나.,아주 속상하시겠어요. 남자친구분이 진심은 아닐 거에요.,
정말 내 동생이 너무나도 미워.,동생분에게 속상한 기분이 드시는군요. 동생분과 무슨 일이 있었나요?,
여자친구 주변에 남자들이 너무 많아.,신경이 쓰이시겠어요. 여자친구랑 대화는 해보셨어요?,
내 친구는 노후준비로 상가를 구매했던데 얼마나 부럽던지.,부러움을 느끼시는군요. 또 어떻게 느끼시나요?,
나는 천성이 정말 못된 걸까?,천성이 나쁘다는 그런 생각을 하게 된 까닭이 있을까요?,
저 친구는 아직도 체력이 좋은 것 같네. 그렇게 뛰고도 지칠 줄 모르나 봐.,친구분이 체력이 좋으시군요.,
여자친구에게 친한 친구가 있는데 둘이 너무 친하게 지내 질투가 나.,여자친구분의 친구 때문에 질투를 느끼시네요. 어떻게 대처하고 계신가요?,
같이 취업 준비하는 친구가 이번에 최종합격 통지를 받았는데 기분 좋게 축하를 못 해줬어.,친구가 먼저 취업을 하게 되어 속이 상하시나 보네요. 어떻게 하면 기분이 나질까요?,
여자친구가 내 친구하고 더 연락을 많이 하는 거 같아.,여자친구가 친구와 자주 연락하는 모양이에요.,
질투 나서 미치겠어.,질투가 나시는군요.  무슨 일이 있나요?,
친한 친구가 나보다 다 잘해서 샘나.,가까운 친구가 다재다능하다는 말씀이군요.,
남자친구가 학교 여자 후배와 매일 연락을 해서 너무 질투나.,남자친구와 여자 후배의 연락이 많이 신경 쓰이는군요.,
회사에서 너무 스트레스를 받아서 정신적으로 힘들어.,무슨 일로 그렇게 스트레스를 받으세요?,
나는 마음의 여유가 있다고 생각했는데 아니었나 봐.,마음의 여유가 없으시군요. 왜 그렇게 생각하시나요?,
옆에 대리가 너무 짜증 나!,대리 때문에 짜증나시는군요. 왜 그러시나요?,
아내가 내가 다른 여자를 쳐다본다고 질투를 하네. 나는 그냥 스쳐 지나가듯이 본 건데.,부인께서 질투를 하시는군요.,
친구가 연애를 시작하는데 질투가 나.,친구분이 연애를 시작하는데 질투가 나시는군요. 어떤 이유 때문인지 말씀해주실 수 있으신가요?,
입사 동기만 승진했어. 나는 승진이 안 되어 기분이 나빠.,입사 동기분만 승진이 되셨군요. 기분이 언짢아 보이세요.,
같이 시험을 본 친구는 합격했는데 나는 떨어졌어. 친구한테 질투가 나.,같이 시험 본 친구만 합격해서 속상하시겠어요.,
친구가 더 좋은 직장에 취직했다고 자랑하는데 질투가 나!,어떤 점 때문에 질투가 나는지 더 이야기해 주실 수 있나요?,
내 친구도 나랑 같은 날 결혼을 한대.,친구분과 같은 날 결혼하시다니 기분은 어떠세요?,
내 친구 남편이 대기업에 합격했데.,친구분은 정말로 좋으시겠어요.,
친구가 결혼을 너무 잘해서 일도 하지 않고 돈을 펑펑 쓰고 살아.,친구분의 결혼으로 마음이 안 좋으신 건가요?,
내 남자친구가 다른 여자랑 메시지를 주고받는 걸 봤어. 너무 질투나!,남자친구분이 다른 여자분이랑 연락하는 것 때문에 질투 나시는군요.,
연애할 때 질투는 어쩔 수 없는 감정일까?,애인과 무슨 일이 있었나요?,
엄마 친구 딸이 어려서부터 공부도 잘하고 예쁘더니 좋은 남자 만나서 시집간대.,지인분이 결혼을 하시는군요.,
고등학교 동창이 주식으로 돈 좀 벌더니 밥 사준대. 누군 아직도 직장 다니면서 잘릴까 걱정하는데 좀 얄미운 거 있지.,친구분에게 얄미운 감정이 드셨군요. 친구분이 뭐라고 하시던가요?,
회사 동료가 요즘 몸이 많이 좋아진 거 같아.,동료가 운동을 많이 하나 봐요.,
나는 열심히 일하고 아껴가면서 노후를 준비해 가고 있는데 금수저 친구를 보니 질투가 나네.,질투가 날 만한 상황이네요. 그 친구가 모든 면에서 행복해 보이나요?,
아내와 딸이 나만 빼고 둘이서만 친한 것 같아서 질투나.,혼자 외로운 기분이 드시겠어요.,
취업난이라는데 친구들이 요즘 취업해서 기분이 안 좋아.,친구들이 취업하는 거 지켜보면서 마음이 아주 속상하셨겠어요. 어떻게 된 건지 자세히 설명해 주시겠어요?,
과장님은 이 대리만 예뻐해.,속상하시군요. 어느 때 그런 걸 느끼셨어요??,
나는 아직도 취업 준비 중인데 동기가 좋은 직장에 취업했대. 질투나.,좋은 소식이지만 한편으로는 질투가 나는 것 같아요. 이럴 때 기분이 조금 나아질 방법이 있을까요?,
남자친구가 아직 독서 모임 중이야.,생각보다 남자친구가 늦어서 걱정되시겠어요.,
절친이 애인이 생기더니 요즘 나는 안중에도 없어. 그래서 질투 나고 섭섭해.,절친이 요즘 연락이 없어서 서운한 모양이군요. 연애한 지 얼마나 되었죠?,
딸이 대학 입학 후로는 얼굴 보기가 힘든 것 같아.,아버지 관점에서 서운하실 것 같긴 해요. ,
