human,system,
코로나 때문에 뭘 할 수가 없어. 취직 준비를 해야 하는데 시험이 줄줄이 취소되니 말이야. 마비라는 말이 이럴 때 참 어울리는 것 같아.,코로나로 취업이 어렵군요. 시험도 줄줄이 취소되고요.,
오늘 회사에서 큰 실수를 한 것 같아.,무슨 실수를 하셨나요?,
요즘 취업 관련해서 떠올리기만 해도 온몸이 마비될 것 같아.,온몸에 마비될 것 같은 기분이 드신다니 현재 어떤 상황인지 여쭤봐도 될까요?,
어제도 야근 오늘도 야근이야. 너무 힘들어.,야근이 많아서 힘드신 것 같아요. 어떤 상황인지 자세히 말씀해 주시겠어요? ,
사람을 만나도 즐겁지가 않아. 그저 기계적으로 반응하고 있는 것 같네.,사람들과 만남에서 즐거움을 못 느끼고 계시는군요.,
어휴 지금 만나고 있는 여자랑 결혼 생각 중인데 결혼하지 말까 생각 중이야.,왜 그러세요?,
이번 주에 중요한 발표가 있었거든. 그런데 발표를 맡을 부장이 병가를 내서 결국 내가 하게 됐어. 나 울렁증이 심해서 긴장하면 굳어 버리는데 어떡해.,평소에 긴장을 심하게 타는데 갑자기 발표를 맡게 되어 걱정이 크시군요.,
이직하기로 하고 사직서를 제출했는데 지금 직장에서 좋은 조건을 제시해 준다고 하니까 머리가 정지된 느낌이야.,어떤 결정을 내려야 할지 혼란스러우시군요. 지금 직장도 완전히 싫으신 건 아닌가 봐요?,
난 대인관계가 너무 안 좋아서 고민이야.,대인관계 때문에 걱정이시군요. 대인관계가 어떻게 안 좋은가요?,
친구들이 나를 계속 따돌려서 밖에 나가기 무서워.,마음이 불안하시겠어요. 이야기를 털어놓을 사람이 있나요?,
한숨 소리 듣기 정말 지겹다. 달라지는 건 없고 한숨 소리만 늘어가.,지치신 것처럼 들려요. 더 자세히 말해주실 수 있나요?,
나 이번에 시험을 봤는데 저번보다 평균이 이십 점이나 떨어졌어.,시험 점수가 떨어져서 속상하실 것 같아요.,
생각보다 내신 등급이 너무 낮게 나왔어. 뇌가 마비된 느낌이야.,내신 등급이 낮게 나와서 너무 속상하시겠어요.,
믿었던 친구가 오늘 나를 배신했어. 머리가 멍하고 아무런 생각도 들지 않아.,친구가 배신하다니! 너무 속상한 일이네요.,
요즘은 사람들을 못 만나서 답답해.,사람들을 만날 수 없는 이유가 있을까요?,
너무 일을 많이 해서 그런지 뭔가 아무 생각이 없군.,일이 많으셔서 피곤하시겠어요. 요새 어떤 이유로 일이 많으신가요?,
다른 사람들과 원만한 관계를 유지하는 게 어려워.,대인관계를 유지하는 데 어떤 어려움을 느끼시나요?,
취업이 정말 너무 안 돼. 이번에도 불합격하니까 정신이 마비된 기분이야.,취업이 계속 안 돼서 많이 힘드시군요.,
은퇴 시기가 온 듯해. 아무것도 못 하겠고 마비된 느낌이야.,은퇴를 생각할 정도로 힘드시군요. 계획이 있나요?,
