human,system,
간절한 마음으로 열심히 취업에 준비 중인데 갑자기 힘이 빠지네.,갑자기 힘 빠지는 일이 있으셨군요. 어떤 일인지 좀 더 설명해 주실 수 있으세요?,
졸업도 얼마 안 남았는데 취업을 못 해서 앞이 캄캄해.,취업을 못 한 상황에 걱정이 많겠어요. 어떻게 하면 상황이 나아질까요?,
보육교사라는 직업이 점점 힘들어지는 것 같아. 점점 우울하네.,보육교사라서 힘든 일이 있으셨나요?,
병원에 입원했는데 남편이 자주 병문안을 오지 않아서 우울해.,남편이 병문안을 오지 않으셔서 아주 쓸쓸하시겠어요.,
우리 중에서 가장 말이 많던 친구가 입원했어. 그래서 그런지 노인정이 너무 조용해서 우울해.,친구가 입원해서 노인정이 조용해져 우울하시군요.,
옆 침대 환자가 가족들이 보고 싶어서 우는 걸 보니 나도 덩달아 슬퍼져. 그 마음을 나도 알거든.,가족이 보고 싶은 마음을 알아서 우울하셨군요.,
혼자 병원에 있느라 새해를 가족들과 보내지 못해서 아쉬워.,병원에 있느라 새해를 가족과 보내지 못해 아쉬우시군요.,
몸도 불편하신 내 연배의 할머니가 폐지를 줍고 있네. 그 모습을 보니 마음이 너무 안 좋다.,같은 연배의 할머니가 폐지를 줍는 모습을 보고 마음이 안 좋으셨군요.,
딸과의 여행을 기대하고 있었는데 병이 악화하여 여행은 취소되었어.,여행이 취소되었다니 아주 아쉽겠어요.,
남편은 내 우울증을 이해하지 못해. 그래서 너무 답답해.,가장 가까운 사람이 병을 이해해 주지 않으면 아주 속상하겠어요.,
손녀가 너무 보고 싶은데 바빠서 병문안에 오질 않네.,손녀가 많이 보고 싶겠어요. 많이 서운하시죠?,
친구가 병에 걸린 사실을 나한테 숨겨서 싸웠어. 아직 화해하지 못해서 우울해.,친구와 싸운 것을 화해하지 못해 우울하시군요.,
옆집에서 손주들이랑 노는 소리가 들리면 몸 한쪽이 마비되어 누워만 있는 내 처지가 너무 슬퍼.,옆집 소리가 들릴 때마다 누워만 있는 처지가 슬프시군요.,
백내장 때문에 사람들이 힐끔힐끔 쳐다봐. 그래서 주눅이 들어.,사람들이 계속 쳐다봐서 기분이 많이 상하셨겠어요.,
