human,system,
나에게 춤을 가르쳐 주던 선생님이 이제 새로운 출발을 하겠다며 학원을 떠났어. 정이 너무 많이 들었는데 떠나시다니 너무 슬퍼.,존경하던 선생님이 떠나시게 되어 많이 슬프시겠어요.,
몇 년 동안 회사에 지원했는데 원하는 결과가 하나도 없어. 너무 힘들고 눈물 나.,노력한 만큼 결과가 나오지 않아 실망스러우시군요.,
사랑하는 아내가 세상을 떠나서 이루 말할 수 없이 슬퍼.,인생의 동반자였던 소중한 아내가 세상을 떠나서 슬프시겠어요.,
살을 빼는 게 너무 힘들어서 울고 싶어.,울고 싶을 정도로 살 빼는 게 힘드시군요.,
수면 내시경 없이 그냥 위내시경을 받았는데 너무 무서웠어.,수면 내시경이 아닌 그냥 위내시경을 받아서 무서우셨군요.,
손주들이 내 건강에는 관심도 없는지 안부 전화 한 통이 없어서 서운해.,손주들이 안부 전화를 하지 않아서 서운하시겠어요.,
아픈 곳도 없고 건강한데 나이가 많다고 등산 동호회 가입을 거절당해서 슬퍼.,단지 나이가 많다는 이유로 등산 동호회 가입을 거절당하셔서 슬프시겠어요.,
노인정에서 나 혼자만 일을 많이 하고 몸살이 나서 누웠는데 서러워.,혼자만 일을 하고 몸살까지 나서 서러우시겠어요.,
옆집 사람이 가족도 없이 혼자 죽었다는데 너무 안타까워.,가족도 없이 혼자 죽은 사람이 안타까우시겠어요.,
마라톤 대회를 열심히 준비했는데 순위에 들지 못해 속상했어.,열심히 준비했지만 순위에 들지 못해 속상하시겠어요.,
내가 죽으면 혼자 남을 손자를 위해서라도 건강 관리를 잘해야겠어.,혼자 남을 손자를 위해 건강 관리를 하려고 하시는군요. 그 이유가 무엇인가요?,
딸한테 혼자 건강 검진받기 무섭다고 같이 가 달라고 했는데 거절당해서 속상해.,딸이 건강 검진에 같이 가 주지 않아 속상하시군요.,
나를 못 알아보시는 어머니를 요양원에 모시고 오는 길인데 너무 괴로워.,그런 일이 있으셨군요. 많이 슬프셨겠어요.,
사업이 어려워져서 아내가 아이들을 위한 적금을 깨서 줬어.,혹시 더 자세한 이야기를 들려주실 수 있으신가요?,
정이 많이 들었던 회사 동료가 회사를 떠나게 돼서 너무 슬퍼. 눈물 나.?,친했던 회사 동료가 떠나게 돼서 많이 슬프시군요.,
오랫동안 스승님으로 모셨던 분이 지병으로 갑자기 세상을 떠나셨어. 눈물이 나네.,오랜 스승님이 돌아가셔서 마음이 슬프겠어요.,
일 년째 취업이 안 돼서 내가 너무 한심하게 느껴져. 온종일 방에서 울기만 했어.,오랜 시간 취업을 못 해서 슬프시군요. 같은 처지인 친구가 있나요?,
대학교 동기 채팅방에서 내 말을 다 무시하고 대답을 안 해줘. 이유를 알 수 없어서 눈물이 나.,대학교 동기들의 태도 변화 이유를 몰라서 슬프시군요. 어떻게 된 일인지 자세히 말씀해주시겠어요?,
나이가 들수록 건강이 나빠지는 것 같다.,나이가 들수록 건강이 나빠진다고 보시는 군요.,
진짜 너무 눈물 날 정도로 힘들다.,많이 힘드시군요. 더 자세히 말씀해 주실 수 있나요?,
나는 아무 잘못이 없는데 왜 따돌림을 당하는 걸까.,아무 이유 없이 따돌림당하는 기분이 들어서 속상하시군요.,
요즘 수학 문제를 많이 틀려서 슬퍼.,수학 문제를 많이 틀려서 속상하시군요. 어떻게 하면 틀리지 않을 수 있을까요?,
엄마가 아프셔서 병원에 다녀왔는데 걱정돼서 눈물이 나.,어머니가 많이 걱정되시나 봐요.,
나이가 들수록 건강이 안 좋아지는 느낌이 들어서 우울해.,건강이 안 좋아지는 것 같아서 걱정이시군요.,
친한 친구가 백혈병 진단을 받고 병원에 입원했어. 너무 갑작스럽고 슬퍼서 눈물이 나.,친구의 갑작스러운 입원 소식에 마음이 슬프군요.,
직장에서 해고당했어. 갑작스럽게 실직해서 너무 막막하고 눈물이 나와.,갑작스러운 실직으로 눈물이 나오는군요. 새로운 일자리를 찾을 거예요?,
나 오늘 너무 슬퍼. 남자친구랑 헤어졌어.,남자친구와 헤어져서 슬프시군요. 기분이 나질 방법이 있을까요?,
결혼을 약속했던 사람과 이별하게 되었어.,마음이 아프시겠어요. 헤어진 이유가 있나요?,
이제 곧 결혼식인데 자꾸 눈물이 왈칵 나.,결혼을 앞두고 많이 슬퍼하시는군요. 이 순간 생각나는 사람이 있을까요?,
취업이 너무 어렵고 힘들어서 자꾸 눈물이 나.,많이 지치고 힘드시겠어요.,
요즘 자녀 문제로 인하여 눈물이 나고 마음이 아파.,자녀 문제로 마음이 아프시군요. 어떻게 문제를 해결하시려고요?,
열심히 공부했는데 성적이 별로야.,노력했던 것보다 성적이 좋지 않아서 속상하시겠어요.,
젊을 때 돈 많이 벌어서 늙으면 돈이 많이 모일 거로 생각했어. 그런데 현실은 눈물만 나와.,속상한 일이 생겼나 보군요. 어떻게 된 일인지 말씀해주실 수 있을까요?,
오늘 팀장님한테 완전히 혼났어. 눈물이 나더라.,오늘 무슨 일이 있으셨는지 여쭤봐도 될까요?,
오늘 온종일 너무 바빠 정신이 없었어.,바빠서 힘드셨겠군요.,
우리 집 재정에 문제가 생겼어. 자꾸 눈물만 나와 큰일이야.,재정에 무슨 일이 생기셨나요?,
오늘 여자친구와 헤어져서 울었어.,안타까운 상황이네요. 마음이 매우 무거우셨겠어요.,
어제는 울었지 뭐야. 아이 앞에서.,무슨 일로요?,
친구 강아지가 죽었대. 친구가 너무 슬퍼해서 걱정이야.,강아지를 잃고 슬퍼하는 친구를 걱정하고 있군요.,
요즘 남자친구랑 점점 멀어지는 기분이야. 나만 더 좋아하는 것 같아서 속상하고 자꾸 눈물만 나.,남자친구 일로 속상하시군요. 주변 사람과 이야기해 본 적이 있으신가요?,
십 년 만난 여자 친구와 헤어졌어.,여자 친구와의 이별 때문에 많이 힘드시겠어요. 조금 더 말씀해 보시겠어요?,
여자친구와의 연애가 너무 힘들어서 눈물이 나.,여자친구와의 연애가 많이 힘드시군요. 어떤 점이 특히 힘드신가요?,
퇴근을 안 하는 주말에는 자기계발을 하고 싶었는데 자꾸 아무것도 안 하고 누워 있게 돼서 고민이야.,퇴근 후에 많이 지치시나 봐요.,
올해는 꼭 결혼하려고 했는데 여러모로 문제가 생겨서 못하게 됐어. 정말 속상해서 눈물이 다 난다.,속상해서 울 정도라니 그 마음이 가늠이 안 돼요. 더 큰 행운을 위해 지금 잠시 주춤하는 게 아닐까요?,
서류 문제로 회사 동료와 말다툼을 하고 며칠째 말을 안 하고 있어. 처음엔 화가 났지만 지금은 내가 왜 그랬을까 울컥해.,회사 동료와 말을 하지 않는 상황이 심적으로 힘드신 것 같군요. 동료에게 어떻게 하고 싶으세요?,
나 오늘 너무 우울해.,무슨 억울한 일이 있으신가요?,
요즘 취업이 안 돼서 걱정이야.,슬프시겠어요. 어떻게 하면 취업에 도움이 될까요?,
저번에 면접을 봤는데 불합격했어,면접에 불합격해 마음이 좋지 않으시겠어요.,
나이가 드니까 여기저기 쑤시고 결리고 안 아픈 곳이 없어.,건강이 많이 안 좋군요.,
내년이면 벌써 정년이라니.,감개가 무량하시겠어요.,
오늘 많이 울었어.,어쩌다 많이 울게 되었는지요?,
정말 사랑하던 여자친구와 어제 헤어졌어. 온종일 울고만 있어.,무척 슬프실 텐데 괜찮으신가요?,
오늘 또 면접에서 떨어졌어. 이번이 벌써 스무 번째인데 너무 슬퍼.,면접에서 떨어져서 너무 속상하시겠어요. 슬픈 마음을 어떻게 추스르고 계시는가요?,
나 며칠 전에 오래 사귄 남자친구와 헤어졌어.,오래 사귄 남자친구와 헤어지셨군요. 아주 슬프시겠어요.,
우리 아들이 취직이 안 되어 눈물이 나네.,걱정도 되고 속도 상하겠어요.,
오늘 여자친구랑 헤어졌어.,슬픈 하루를 보내셨네요.,
체중을 줄이는 데 눈물 나게 열심히 했어.,열심히 하셨군요. 좋은 결과를 얻으셨나요?,
오늘 아들 생일인데 아들이 잘 키워주셔서 감사하다고 하는 거야. 아들 말에 눈물이 나더라고.,아들 말에 눈물이 날 정도로 감동하셨군요.,
오늘 내 회사 선임이 정년 퇴임을 하셨어.,선임분께서 정년 퇴임을 하셔서 마음이 어떠셨나요?,
오늘 고객한테 안 좋은 얘기를 들어서 눈물이 나.,고객이 마음에 상처를 주는 말을 했나 보네요. 어떤 얘기를 했나요?,
평소 친하다고 생각했던 사람에게 억울한 말을 듣고 나니 너무 슬퍼.,억울한 말을 들으니 참으로 슬프겠군요. 그래서 어떻게 하기로 하셨나요?,
고된 일 때문에 오늘따라 몸이 더욱 힘들고 서글퍼져.,고된 일을 하느라 몸과 마음이 힘드시군요. 좋은 방법이 없을까요?,
저번 주에 지원한 회사에서 오늘 합격이라고 연락이 왔어.,축하드립니다. 소감이 어떠신가요?,
이십 년을 같이 동고동락하면서 살아왔는데 헤어지는 부부들을 보면 눈물이 난다.,안타까움을 느끼시는군요. 헤어지는 이유가 뭘까요?,
이제 다음 주면 결혼식을 올리는데 왜 이렇게 막막하고 눈물이 나는지 모르겠어. 시간이 잠시 멈췄으면 좋겠어.,결혼식을 앞두고 복잡한 마음이신가 봐요. 이런 상황에 관해 이야기를 나눌 친구가 있을까요?,
후배 소식을 전해 듣고 가슴이 먹먹해졌어.,알고 지내던 사람이 어려움을 당했나 보군요. 어떤 상황인가요?,
남자친구와 헤어지고 싶어.,이별을 생각하고 계시는군요. 헤어지고 싶은 이유는 무엇인가요?,
