human,system,
얼마 전에 봤던 면접에서 떨어져서 너무 실망스러운 마음이 들어.,면접에서 떨어져서 실망감을 느끼시는군요. 어떻게 하면 이런 마음을 극복할 수 있을까요?,
이번 면접도 실패야. 언제쯤 취직할 수 있을까.,취직으로 걱정이시군요.,
새로 취업한 회사가 처음에는 좋았는데 갈수록 별로야.,새로 취직하신 회사가 만족스럽지 않으신가 봐요.,
나 이번에도 면접에 떨어졌어. 나 자신이 너무 실망스러워.,면접에 떨어져서 실망하셨군요.,
약속 시각을 안 지키는 친구 때문에 너무 실망이 커.,친구가 약속 시간을 어겨 실망하셨군요.,
여자친구가 요즘 들어서 메시지를 보내면 답이 안 오거나 매우 늦게 와서 답답해.,여자친구분에게 많이 서운하고 실망스러우셨겠어요.,
오늘 소개팅을 했는데 상대방이 나한테 전화번호를 안 주더라고. 거참 왜지?,상대방에게 연락처를 받지 못해서 실망하셨군요.,
오늘 친한 친구한테 크게 실망했어.,친구에게 실망하셨군요. 무슨 일이 있으셨나요?,
이번에 저축했던 은행 금리가 떨어졌어.,은행 금리가 떨어지셨군요. 기분은 좀 어떠세요?,
투자했던 기업의 주가가 떨어졌어.,투자한 기업의 주가가 떨어지셨군요. 어떤 생각이 드셨나요?,
열심히 살았는데 지금 재정이 넉넉하지 못하네.,재정이 넉넉하지 못하시군요. 그럼 어떤 기분이 드시나요?,
어이가 없어. 나는 조건이 맞지 않아서 지원금을 받지 못했어.,지원금을 받지 못해 많이 실망하셨겠네요.,
내가 꿈꾸던 노후 생활은 이런 게 아닌데 돈 문제로 어긋나가고 있어.,노후가 돈 문제로 어긋나고 계시군요. 지금 심정은 어떠신가요? ,
자식들에게 계속 지원을 해야 해서 나의 노후마저 힘들어져 가고 있다.,자식들에게 계속 지원을 해야 해서 많이 힘드시군요.,
나 참 어이가 없어서. 친구가 돈 빌릴 때는 그렇게 친한 척을 하더니 갚을 때가 되니까 나를 피하더라고.,친구가 돈을 갚지 않고 피해 다녀 어이가 없으셨군요.,
나 참 기가 차서. 기관이 나이 든 사람이 하는 사업체라고 투자를 하지 않겠대.,나이 든 사람이 하는 사업이라고 투자를 받지 못해 기가 차셨군요.,
남편이 수령한 퇴직금이 예상보다 적네.,남편의 퇴직금이 예상보다 적었군요. 기분은 어떠셨나요?,
딸 아이 방에서 담배가 나왔어. 우리 아이가 나한테 숨기는 게 있다니 실망스러워.,따님이 사용자님 몰래 흡연을 해서 실망감을 느끼시는군요.,
친구 생일에 깜짝 축하를 해 주려고 집 앞에서 말없이 기다렸는데 다른 친구와 놀고 있대.,오랫동안 기다렸는데 다른 친구와 놀고 있었다니 실망했겠군요. ,
이십 년 넘게 일한 직장에서 나를 내쫓듯 은퇴시켰어.,그동안 직장에서 쌓아온 관계와 시간이 있는데 실망스러웠겠군요.,
